ID,x,y,label_3PCs_k11,label_10PCs_k11
cell_1679,17267.16,37240.51,10,0
cell_1864,13561.105,36884.86,6,10
cell_1667,13011.055,41802.734,6,10
cell_6766,22.214214,46329.17,0,6
cell_2219,14742.985,26665.203,6,2
cell_1531,16915.63,5132.6606,6,10
cell_5340,8025.2964,29594.38,6,10
cell_6083,4469.067,38475.54,0,6
cell_2163,16178.559,28775.652,6,10
cell_214,20299.92,36074.992,6,6
cell_847,20319.986,18893.52,6,10
cell_35,21664.816,34797.824,3,10
cell_227,19906.213,36149.883,10,0
cell_6249,4737.702,33306.633,5,6
cell_174,17498.902,38609.34,0,6
cell_3957,12984.988,30018.014,0,6
cell_96,21689.918,32391.65,6,6
cell_3599,12152.969,37196.254,0,6
cell_57,20728.262,37829.367,0,6
cell_4002,12151.393,29983.393,6,6
cell_2791,12891.08,18381.322,10,0
cell_1042,18227.785,16942.9,2,10
cell_963,20404.861,18199.527,6,6
cell_4021,11669.958,30050.625,6,10
cell_4046,11059.574,28003.898,6,6
cell_226,19934.832,35918.793,6,6
cell_4167,13241.367,24692.12,9,6
cell_1782,15049.746,36617.09,0,6
cell_2538,17316.496,20043.86,6,10
cell_1026,18560.498,18168.408,9,6
cell_5785,1430.2562,42589.543,0,6
cell_305,17575.58,36239.824,6,6
cell_1147,19105.12,13275.518,6,6
cell_276,18378.19,37245.652,0,6
cell_5278,4782.7485,32399.266,0,6
cell_943,16867.254,21684.393,2,6
cell_3961,12889.995,30113.014,0,6
cell_4096,10139.559,28043.703,6,6
cell_1333,18464.293,9346.935,6,10
cell_2243,14106.545,28730.29,0,6
cell_1433,18667.572,4766.0273,6,6
cell_688,17875.332,28763.244,6,10
cell_5960,2355.323,41236.812,0,6
cell_1584,16084.472,39461.84,6,6
cell_362,20827.752,31668.723,10,6
cell_6299,3621.7925,31781.49,6,10
cell_422,19801.182,33753.195,0,6
cell_1856,13608.763,35608.957,0,6
cell_5019,5979.78,36554.184,0,6
cell_1298,19307.953,10682.419,6,6
cell_43,21139.965,36267.254,6,9
cell_251,19062.805,37115.59,0,6
cell_315,17267.16,37240.51,10,0
cell_6521,1572.5619,28525.707,0,6
cell_36,21634.89,34705.176,6,6
cell_5279,4737.702,33306.633,5,6
cell_39,21515.068,35495.742,10,6
cell_5318,8470.209,28934.277,2,10
cell_2181,15745.694,27553.549,2,10
cell_1247,20481.115,6558.799,6,10
cell_5234,5792.421,31432.35,0,6
cell_188,21139.965,36267.254,6,9
cell_1324,18595.625,9603.067,6,10
cell_5787,1448.6328,42771.797,10,6
cell_5786,1418.432,42678.098,5,6
cell_63,22552.127,34447.027,0,6
cell_6108,3644.8213,36186.316,3,6
cell_1572,16909.727,39313.773,0,6
cell_3981,12601.546,29345.17,0,6
cell_2642,14289.362,20834.229,6,10
cell_1920,17204.227,34720.914,0,6
cell_2245,14061.476,28617.42,5,6
cell_3960,12899.994,30072.645,6,6
cell_1751,15632.164,38084.08,0,6
cell_131,20967.93,33773.03,10,0
cell_1452,18315.701,4201.9897,6,10
cell_846,20330.51,19458.643,6,6
cell_224,19931.203,36930.832,10,0
cell_285,18103.69,38608.3,6,6
cell_356,20967.93,33773.03,10,0
cell_5653,4674.707,46141.64,0,6
cell_4215,11663.022,26530.713,3,6
cell_6303,3499.9336,31963.346,6,10
cell_3384,12410.331,41429.457,0,6
cell_2262,13656.289,28866.523,5,6
cell_6330,2898.2644,33989.883,5,6
cell_7331,1242.3702,37644.54,1,0
cell_6308,3387.0063,33600.05,8,0
cell_6171,1925.8224,37834.21,1,0
cell_6185,1581.1311,34614.55,1,0
cell_4811,6131.313,40532.938,1,0
cell_7336,1177.0172,36566.35,1,0
cell_4138,9226.402,29929.637,3,0
cell_3972,12757.889,28301.355,1,0
cell_5186,6896.054,32392.205,10,0
cell_4785,6733.406,42606.91,10,0
cell_4718,8216.136,40283.156,5,3
cell_3480,9783.927,41610.094,1,0
cell_2463,14274.964,25570.666,10,0
cell_5214,6254.529,32701.559,10,0
cell_1897,12777.105,36300.184,1,0
cell_2328,16966.201,25213.438,10,0
cell_6199,1242.3702,37644.54,1,0
cell_5038,5279.7773,35710.59,1,0
cell_5294,9037.066,30069.3,6,0
cell_4787,6735.5225,41959.965,1,0
cell_863,18742.428,20317.479,10,0
cell_5260,5164.1206,33397.344,0,3
cell_5259,5160.5205,32014.223,10,0
cell_6233,5094.2637,33761.37,1,0
cell_5123,8152.4736,35222.008,5,3
cell_3853,10804.673,30606.18,10,0
cell_5169,7294.464,31899.178,1,0
cell_5920,3125.7385,38721.56,3,0
cell_6721,1004.85016,44469.242,10,0
cell_3449,10605.177,42216.05,10,0
cell_4614,6379.214,43998.758,10,0
cell_3978,12706.855,27947.883,10,0
cell_5714,3039.1653,42793.22,1,0
cell_2320,17153.418,24515.945,10,0
cell_3436,10954.282,40016.95,10,0
cell_3931,8963.302,31822.805,0,3
cell_6325,2956.6143,34235.516,1,0
cell_5200,6553.0522,33454.77,1,0
cell_5282,4669.5254,31689.33,10,0
cell_3849,10950.639,30844.018,1,0
cell_819,17153.418,24515.945,10,0
cell_3377,12639.069,41228.906,1,0
cell_4007,11943.785,27831.422,3,0
cell_5249,5413.508,32662.36,10,0
cell_6230,5164.1206,33397.344,0,3
cell_827,16966.201,25213.438,10,0
cell_4003,12135.998,28095.639,1,0
cell_5150,7656.835,31687.125,10,0
cell_6499,3084.3406,27511.889,10,0
cell_6252,4656.8486,31694.412,10,0
cell_2500,13540.075,26398.271,1,0
cell_6048,5279.7773,35710.59,1,0
cell_3766,13086.022,31573.54,0,3
cell_6021,1265.6781,40388.75,1,0
cell_4601,6618.033,44270.938,10,0
cell_5250,5378.354,33287.92,1,0
cell_6492,3333.6643,27584.979,1,0
cell_3431,11077.815,42041.43,10,0
cell_3565,12777.105,36300.184,1,0
cell_3572,12708.125,37588.53,10,0
cell_5712,3049.6042,43625.586,0,0
cell_4578,7292.9795,43425.895,10,0
cell_7640,893.02985,34620.72,1,0
cell_3847,11009.41,33993.84,10,0
cell_1904,12708.125,37588.53,10,0
cell_2312,12707.4795,27947.7,10,0
cell_2433,14943.786,26511.78,10,0
cell_2105,13086.022,31573.54,0,3
cell_2306,12757.889,28301.355,1,0
cell_5805,1004.85016,44469.242,10,0
cell_5697,3344.6758,45109.66,1,0
cell_4148,9037.066,30069.3,6,0
cell_7039,1265.6781,40388.75,1,0
cell_3506,9290.728,41385.277,10,0
cell_6204,1177.0172,36566.35,1,0
cell_6324,3018.601,32498.94,10,0
cell_5177,7081.9414,33641.215,10,0
cell_4803,6284.1807,40431.047,1,0
cell_5080,8963.302,31822.805,0,3
cell_3520,9056.442,38769.43,1,0
cell_2227,14463.195,27809.209,1,0
cell_5813,950.65125,43574.67,3,0
cell_4369,9763.225,21947.8,1,0
cell_4553,8327.975,43488.55,10,0
cell_6442,5162.7637,30876.277,10,2
cell_6229,5160.5205,32014.223,10,0
cell_6135,2914.3506,38483.363,1,0
cell_2404,15522.609,26182.896,10,0
cell_5263,5094.2637,33761.37,1,0
cell_6729,950.65125,43574.67,3,0
cell_3992,12357.943,29846.402,1,0
cell_6351,2478.9463,32856.098,10,0
cell_5189,6849.4995,31799.54,10,0
cell_5702,3298.99,44693.53,10,0
cell_2297,12856.236,27243.146,3,0
cell_4910,8606.381,37395.24,1,0
cell_5284,9226.402,29929.637,3,0
cell_7062,789.6267,39977.918,10,0
cell_5746,2416.8757,44552.125,1,0
cell_4754,7421.834,41730.598,1,0
cell_5830,5192.6675,42289.496,1,0
cell_5781,1516.5728,44086.56,10,0
cell_5651,4766.1724,44340.973,1,0
cell_4658,4988.82,45412.664,1,0
cell_5705,3238.1772,44467.86,10,0
cell_1606,14964.279,39968.562,10,10
cell_1879,13187.348,36284.684,10,0
cell_1878,13199.208,37970.11,1,0
cell_1877,13242.015,36401.664,1,0
cell_4770,6965.1177,41971.184,1,0
cell_3512,9213.355,40513.965,1,0
cell_2113,12936.35,33634.105,10,0
cell_1750,15579.37,37503.863,10,0
cell_1666,12969.545,41485.1,1,0
cell_3503,9367.148,41239.473,1,0
cell_4821,5962.193,41306.387,1,0
cell_3700,9912.675,39185.45,10,0
cell_5666,4300.8223,44600.79,10,0
cell_6044,789.6267,39977.918,10,0
cell_3339,9108.54,43413.45,1,0
cell_5829,5204.4023,41921.188,1,0
cell_5662,4404.6064,43654.035,1,0
cell_1841,13985.294,37726.887,10,0
cell_4587,7007.327,43899.195,8,0
cell_365,20732.637,35072.516,1,0
cell_5639,5085.653,45606.68,1,0
cell_3539,8708.233,42729.523,10,0
cell_6713,1308.3479,44536.098,10,0
cell_5690,3560.3901,42836.277,1,0
cell_3639,11307.129,37823.83,10,0
cell_4665,4766.1724,44340.973,1,0
cell_4711,8337.884,42235.79,8,0
cell_1632,14395.926,39811.766,8,0
cell_4671,9307.717,40952.75,1,0
cell_4793,6598.2075,42784.38,1,0
cell_5640,5102.8413,44821.73,1,0
cell_1612,14742.493,39282.324,1,0
cell_3546,13199.208,37970.11,1,0
cell_5706,3203.096,44769.023,1,0
cell_5691,3527.2798,43096.79,1,0
cell_4570,7587.727,43424.426,1,0
cell_3554,13027.657,36986.715,1,0
cell_1855,13675.272,37388.5,1,0
cell_5700,3339.264,46139.395,1,0
cell_5797,1308.3479,44536.098,10,0
cell_4640,5626.37,43389.004,1,0
cell_4649,5338.823,44876.246,1,0
cell_6762,80.90475,44909.027,8,0
cell_5837,4934.955,41299.145,1,0
cell_5726,2767.5476,45714.785,1,0
cell_4710,8390.761,40269.58,1,0
cell_3587,12481.255,38397.332,1,0
cell_3537,8676.915,40300.48,1,0
cell_3516,9100.035,39876.24,10,0
cell_5755,2248.5886,44289.746,1,0
cell_3545,13242.015,36401.664,1,0
cell_3488,9700.172,41912.812,10,0
cell_4759,7205.083,43180.938,1,0
cell_4607,6496.392,43711.035,10,10
cell_4862,4934.955,41299.145,1,0
cell_5704,3227.5854,44267.664,1,0
cell_4792,6610.5366,42161.727,10,0
cell_4581,7274.3667,44426.19,10,0
cell_4648,5384.9463,44242.59,1,0
cell_3486,9743.349,42602.27,1,0
cell_5803,1099.1283,45736.848,1,0
cell_1660,13179.729,40019.71,8,0
cell_3547,13187.348,36284.684,10,0
cell_1615,14703.13,40254.82,10,0
cell_6714,1244.0176,44401.4,1,0
cell_3586,12483.132,37651.516,1,0
cell_3438,10856.153,41533.25,10,0
cell_3432,11045.7705,39631.816,1,0
cell_3643,11204.141,38190.35,1,0
cell_5909,3443.8997,42331.33,1,0
cell_5848,4685.718,41171.86,1,0
cell_3360,13179.729,40019.71,8,0
cell_3468,10095.601,40428.035,10,0
cell_4576,7359.8647,43414.176,1,0
cell_4873,4686.1177,41170.742,1,0
cell_4700,8698.743,40324.227,1,0
cell_3754,8696.338,39060.27,10,0
cell_4756,7274.9014,41814.1,1,0
cell_3481,9820.718,42250.992,1,0
cell_6717,1165.0557,44825.773,10,0
cell_5676,4005.5266,43298.062,1,0
cell_1696,16975.588,38280.66,10,0
cell_5737,2491.6716,43738.125,1,0
cell_5822,750.6255,45101.44,1,0
cell_4799,6410.409,40265.09,1,0
cell_3508,9292.756,40871.945,10,0
cell_5637,5211.5215,44315.535,1,0
cell_5695,3405.3257,43035.855,1,0
cell_3482,9783.975,41198.027,1,0
cell_6738,750.6255,45101.44,1,0
cell_1608,14923.589,40538.926,1,0
cell_4868,4844.5674,41032.797,1,0
cell_4758,7288.7056,39872.703,1,0
cell_4560,8024.0176,43603.664,10,0
cell_5635,5331.636,44879.15,10,0
cell_5788,1420.7122,46632.465,10,0
cell_1670,12975.772,41252.46,10,0
cell_6736,782.45526,45240.78,3,10
cell_3510,9210.962,39683.227,1,0
cell_4704,8674.431,41310.63,1,0
cell_5798,1244.0176,44401.4,1,0
cell_4734,7762.0938,41475.312,1,0
cell_5728,2740.972,45513.176,1,0
cell_5732,2605.3633,45412.54,1,0
cell_6723,987.8106,43280.887,1,0
cell_1724,16236.559,37373.66,10,0
cell_5686,3712.3892,43250.117,1,0
cell_4688,8925.212,42557.234,10,0
cell_5789,1388.1646,43895.465,10,0
cell_4654,5102.8413,44821.73,1,0
cell_4685,8994.034,42020.0,10,0
cell_4669,9302.749,41359.29,1,0
cell_4580,7288.178,44318.465,1,0
cell_3362,13086.375,39698.043,1,0
cell_4637,5815.086,43584.867,10,0
cell_4651,5211.5215,44315.535,1,0
cell_4680,9093.466,38920.273,1,0
cell_5927,3023.679,42025.36,1,0
cell_4595,6740.8867,44205.52,10,0
cell_3802,12364.968,34003.043,10,0
cell_6740,654.05115,45994.438,1,0
cell_4675,9213.355,40513.965,1,0
cell_1722,16241.588,37535.96,1,0
cell_3581,12545.967,38508.83,1,0
cell_1662,13086.375,39698.043,1,0
cell_3396,11901.728,39382.133,1,0
cell_1811,14430.891,37308.816,1,0
cell_4684,9006.57,42171.03,10,0
cell_1654,13523.487,39623.188,10,0
cell_6017,1314.095,39243.48,1,0
cell_4647,5467.938,43270.83,10,0
cell_5776,1567.8824,43379.996,1,0
cell_4788,6719.7583,41815.12,10,0
cell_3420,11451.791,39804.168,1,0
cell_3580,12567.611,37311.758,1,0
cell_5780,1510.3116,44205.28,1,0
cell_3433,11001.021,39498.594,1,0
cell_5731,2621.3813,43182.598,10,0
cell_1657,13354.433,40860.227,8,0
cell_5689,3559.1333,46192.953,1,0
cell_3674,10376.851,38553.98,10,0
cell_3472,9974.787,40107.473,10,0
cell_3521,9006.57,42171.03,10,0
cell_1656,13417.505,40467.977,8,0
cell_3522,8994.034,42020.0,10,0
cell_1886,13027.657,36986.715,1,0
cell_3541,8678.033,41308.66,10,0
cell_6255,4639.9204,33631.26,10,0
cell_4618,6235.0273,44223.562,1,0
cell_4679,9100.035,39876.24,10,0
cell_3649,11005.023,39212.477,1,0
cell_5733,2587.5728,43052.266,10,0
cell_2232,14341.977,27194.438,10,0
cell_5644,4988.82,45412.664,1,0
cell_6719,1099.1283,45736.848,1,0
cell_5782,1517.2057,45544.02,1,0
cell_3627,11597.756,37505.805,1,0
cell_5820,782.45526,45240.78,3,10
cell_4765,7008.1562,41560.527,10,0
cell_3370,12975.772,41252.46,10,0
cell_4584,7168.2554,43487.195,1,0
cell_3774,12936.35,33634.105,10,0
cell_4689,8955.66,42978.21,10,0
cell_4764,7019.2876,43238.84,10,0
cell_4755,7324.4663,41032.81,1,0
cell_5843,4844.5674,41032.797,1,0
cell_3632,11518.433,39211.31,10,0
cell_3428,11153.972,40302.39,10,0
cell_6007,1529.9811,39512.37,3,10
cell_3366,12969.545,41485.1,1,0
cell_4854,5204.4023,41921.188,1,0
cell_4594,6760.6206,43561.72,1,0
cell_4766,7013.255,39976.33,1,0
cell_3464,10185.719,39260.71,1,0
cell_3426,11201.701,39797.383,10,0
cell_4855,5192.6675,42289.496,1,0
cell_5817,811.1585,46217.535,1,0
cell_1611,14778.969,39398.36,8,0
cell_5801,1165.0557,44825.773,10,0
cell_4626,6078.4775,43381.168,1,0
cell_1634,14240.857,39586.098,10,0
cell_3728,9359.221,35687.785,10,0
cell_6733,811.1585,46217.535,1,0
cell_5722,2770.4514,44141.395,10,0
cell_4728,7970.3364,42078.195,1,0
cell_5778,1548.6589,45937.37,10,0
cell_1665,13057.995,41010.16,1,0
cell_1617,14655.2705,39663.336,8,0
cell_4600,6635.973,43705.13,1,0
cell_332,16975.588,38280.66,10,0
cell_3355,8689.267,42784.83,10,0
cell_2427,15108.004,26307.346,10,0
cell_5026,5742.0195,37749.582,10,0
cell_3365,13057.995,41010.16,1,0
cell_3498,9485.212,40338.957,1,0
cell_4763,7072.045,42303.105,1,0
cell_5779,1519.53,43646.168,10,0
cell_4653,5085.653,45606.68,1,0
cell_3425,11285.681,40898.375,10,0
cell_4808,6191.4004,40950.766,8,0
cell_3405,11706.755,40834.742,10,0
cell_3872,10368.925,34263.773,1,0
cell_4642,5584.4893,45208.78,8,0
cell_245,19348.385,36410.426,10,0
cell_4569,7643.703,43811.305,1,0
cell_4988,6771.464,36444.36,8,0
cell_3860,10620.8545,32464.172,10,0
cell_272,18474.625,37889.812,8,0
cell_1569,17115.785,38852.914,6,0
cell_71,22405.893,33179.72,10,0
cell_1663,13106.983,40548.953,10,0
cell_204,20572.809,36074.914,10,0
cell_5650,4817.151,45568.645,1,0
cell_1680,17298.8,36839.68,6,0
cell_274,18445.713,36265.477,1,0
cell_1785,14976.067,37310.668,10,0
cell_341,16713.291,37369.14,10,0
cell_3430,11068.056,41139.49,10,0
cell_5028,5692.795,35646.96,10,0
cell_3838,11354.862,33229.027,8,4
cell_4606,6507.335,44525.695,10,0
cell_6132,2972.349,35990.613,6,0
cell_749,19263.68,25368.42,10,0
cell_5073,9094.342,33929.87,1,0
cell_1720,16238.496,37223.48,8,0
cell_5206,6451.8647,34902.617,10,0
cell_4712,8366.71,42380.316,8,0
cell_4620,6188.3022,44682.125,1,0
cell_7346,854.9889,37024.066,8,0
cell_6085,4345.8613,36512.93,1,0
cell_18,22345.463,35106.93,10,0
cell_4605,6517.399,44639.32,1,0
cell_7355,658.8189,36784.676,10,0
cell_3401,11812.028,38516.746,1,0
cell_2050,14321.026,30978.256,1,0
cell_6742,601.98035,44360.82,1,0
cell_2195,15356.014,29284.688,10,0
cell_3392,11969.324,40718.004,8,0
cell_250,19080.102,35581.746,10,0
cell_5809,986.2605,44159.117,8,0
cell_3308,11707.698,42493.094,1,0
cell_3505,9372.142,42410.016,1,0
cell_3322,9981.258,43385.03,8,0
cell_284,18134.004,36712.066,1,0
cell_3828,11583.452,32772.344,1,0
cell_7371,205.05478,37034.863,8,4
cell_62,22523.764,33922.047,8,0
cell_1813,14393.939,37028.555,10,0
cell_4619,6198.3843,43883.203,10,0
cell_5745,2394.2178,43238.934,1,0
cell_4912,8599.944,34773.18,3,0
cell_3820,11815.004,32516.865,1,0
cell_4699,8716.138,40476.555,1,0
cell_4694,8836.449,41604.867,1,0
cell_5039,5233.5435,35965.465,1,0
cell_5892,3691.6072,42176.383,1,0
cell_352,21124.373,33710.4,10,0
cell_4552,8370.079,43882.625,10,0
cell_5799,1266.772,45540.758,1,0
cell_2221,14717.052,30230.148,8,0
cell_6214,854.9889,37024.066,8,0
cell_259,18850.12,35795.332,10,0
cell_5736,2508.1558,44003.973,10,0
cell_3866,10537.887,34008.582,3,6
cell_32,21749.953,34954.266,10,10
cell_3378,12607.754,39467.465,8,0
cell_3893,9846.909,32423.918,10,0
cell_6715,1266.772,45540.758,1,0
cell_257,18939.28,36576.953,10,0
cell_4643,5578.9966,45440.81,10,0
cell_3465,10144.52,41142.965,8,4
cell_4571,7506.166,44339.605,10,0
cell_1593,15451.456,39683.242,1,0
cell_5221,6039.181,34966.254,1,0
cell_1706,16719.393,38375.81,3,0
cell_3552,13054.807,39189.406,10,0
cell_6110,3624.9497,37810.14,1,0
cell_1652,13563.906,38660.562,8,4
cell_3936,8833.303,35173.05,8,0
cell_3876,10340.191,33016.03,8,9
cell_6725,986.2605,44159.117,8,0
cell_5199,6609.4204,34253.836,10,0
cell_3532,8747.999,41469.645,10,0
cell_3821,11764.767,31478.408,1,0
cell_3867,10519.017,33359.02,1,0
cell_4610,6407.179,44677.29,10,0
cell_3421,11375.718,41617.6,8,0
cell_4636,5785.634,45190.23,8,4
cell_6160,2305.364,36968.703,8,0
cell_2280,13221.201,30259.564,8,0
cell_6075,4594.34,35607.445,8,0
cell_2168,16077.987,30910.559,6,0
cell_735,20236.086,25501.219,6,10
cell_747,19427.48,27189.344,8,0
cell_3496,9546.179,41258.82,1,0
cell_306,17566.574,35713.125,8,0
cell_262,18724.004,37461.062,6,0
cell_7379,54.6661,37619.54,10,0
cell_5156,7526.633,34953.67,1,0
cell_314,17290.465,37530.97,10,0
cell_4925,8336.081,35469.53,10,0
cell_3752,8798.751,35501.824,10,0
cell_304,17573.162,36095.51,10,0
cell_4919,8498.489,35219.59,8,0
cell_6183,1685.5377,38124.28,8,4
cell_1638,14044.156,38827.16,10,0
cell_225,19989.838,35466.395,10,0
cell_1594,15412.487,39856.41,1,0
cell_4659,5006.6763,45155.695,1,0
cell_74,22292.352,34514.816,10,0
cell_5761,1902.7626,45899.105,10,0
cell_4743,7583.403,40572.395,8,0
cell_3393,11959.786,40141.312,1,0
cell_436,19536.004,34373.25,1,0
cell_1637,14153.213,40292.23,10,0
cell_3830,11575.105,31159.828,6,0
cell_6159,2317.5205,36735.414,8,0
cell_1649,13615.815,40641.23,1,0
cell_299,17782.219,36614.715,8,10
cell_5645,5006.6763,45155.695,1,0
cell_3357,13326.967,40841.04,3,0
cell_3600,12011.697,38608.566,1,0
cell_2130,17252.832,28688.213,1,0
cell_5741,2409.2117,44861.586,10,0
cell_2158,16408.217,29371.17,3,10
cell_4633,5847.9272,43205.84,1,0
cell_6107,3674.136,35595.547,8,0
cell_3328,9551.179,42728.406,6,0
cell_4131,9487.458,30471.887,10,0
cell_5759,1998.685,44694.246,10,0
cell_3469,10074.983,42133.676,8,0
cell_5721,2852.5972,44671.92,10,0
cell_3878,10248.204,32812.74,8,0
cell_5134,7927.9556,34067.96,1,0
cell_5990,1927.9564,42411.742,1,0
cell_6133,2953.395,36088.867,10,0
cell_6190,1455.289,36686.605,10,0
cell_3624,11711.951,38933.88,10,0
cell_354,21024.387,34199.35,3,0
cell_1710,16519.6,37286.25,10,0
cell_3836,11376.183,33691.8,1,0
cell_1678,17286.465,37529.1,10,0
cell_4900,8798.751,35501.824,10,0
cell_5171,7276.0005,34438.27,10,0
cell_3359,13231.179,41479.258,10,0
cell_20,22223.271,34909.707,10,0
cell_5658,4563.6353,44128.203,10,0
cell_309,17493.06,35978.785,10,0
cell_1717,16370.725,36987.89,8,0
cell_3536,8716.138,40476.555,1,0
cell_5748,2313.823,45105.402,10,0
cell_222,20047.754,35846.055,8,0
cell_4949,7733.0137,35544.89,10,0
cell_4695,8747.999,41469.645,10,0
cell_4757,7274.5513,42966.387,10,0
cell_206,20539.543,35216.47,1,0
cell_3452,10532.683,40036.918,1,0
cell_3363,13106.983,40548.953,10,0
cell_247,19221.496,35494.86,10,0
cell_3454,10513.563,42467.445,10,0
cell_4985,6875.449,35593.746,10,0
cell_4639,5738.815,42593.08,10,0
cell_3727,9358.227,34899.12,10,0
cell_127,21124.373,33710.4,10,0
cell_6165,2068.0159,38703.312,1,0
cell_4783,6765.4795,39659.234,3,0
cell_3782,12751.63,31525.271,8,0
cell_7345,877.55725,36603.098,10,0
cell_3816,11942.616,31429.764,8,0
cell_5132,7966.0713,33646.76,8,0
cell_5832,5088.112,43202.625,6,10
cell_4676,9186.637,40285.08,1,0
cell_313,17352.994,36894.344,10,0
cell_6102,3853.3225,36937.008,10,0
cell_5668,4161.476,45939.312,10,0
cell_5764,1831.52,46452.477,8,0
cell_3808,12249.524,33401.19,6,10
cell_218,20087.746,34999.277,1,0
cell_1682,17217.035,38477.492,10,0
cell_271,18503.027,37457.297,10,10
cell_1820,14235.495,37292.875,10,0
cell_1644,13783.642,40362.87,10,0
cell_1732,16028.218,38160.76,1,0
cell_6056,5059.531,35643.086,1,0
cell_7351,703.2961,38025.027,10,0
cell_3946,13221.201,30259.564,8,0
cell_7357,606.0596,36878.395,10,0
cell_50,20860.932,35130.043,1,0
cell_1622,14591.761,39433.766,10,0
cell_1607,14935.101,40270.91,10,0
cell_3941,8764.185,33372.977,8,0
cell_296,17893.549,38060.035,10,0
cell_279,18371.01,38130.133,1,0
cell_4634,5821.893,43078.72,10,0
cell_6741,620.1536,45326.29,10,0
cell_1739,15855.105,38027.473,1,0
cell_138,20835.938,34320.67,10,0
cell_1838,13983.175,38548.676,3,10
cell_3799,12462.762,31683.588,1,0
cell_5729,2664.3193,45224.547,8,4
cell_3795,12557.507,32537.082,8,0
cell_184,16744.127,38908.56,10,0
cell_1793,14819.418,38243.695,8,0
cell_716,17252.832,28688.213,1,0
cell_3451,10563.868,41984.137,1,0
cell_270,18581.654,35210.723,10,0
cell_1642,13868.875,41015.12,8,0
cell_6761,86.974396,43215.63,10,0
cell_3435,10996.409,40323.902,10,0
cell_4915,8532.923,35100.11,8,0
cell_4666,4689.2617,44045.523,1,0
cell_5885,3925.5134,42472.95,6,10
cell_1705,16713.271,37369.133,10,0
cell_525,17658.904,35043.074,6,10
cell_6184,1640.0171,36538.324,10,0
cell_4664,4817.151,45568.645,1,0
cell_1738,15876.995,37265.08,10,0
cell_5708,3137.2017,46213.41,1,0
cell_269,18593.254,35532.125,1,0
cell_308,17550.904,37813.285,10,0
cell_6764,81.0681,44616.984,10,0
cell_4836,5616.388,40767.242,1,0
cell_6049,5233.5435,35965.465,1,0
cell_5683,3729.336,45612.992,10,0
cell_3822,11772.7705,31617.896,10,0
cell_1659,13231.179,41479.258,10,0
cell_3933,8897.439,33004.69,3,0
cell_2180,15742.489,29514.55,3,10
cell_26,21941.172,35138.477,1,0
cell_5680,3944.3477,43870.17,1,0
cell_48,20913.238,35375.77,3,10
cell_6086,4312.469,35997.047,1,0
cell_1630,14408.428,40423.223,8,0
cell_2121,12751.63,31525.271,8,0
cell_4617,6218.98,44048.766,1,0
cell_219,20071.496,34786.48,10,0
cell_1620,14612.955,40023.543,10,0
cell_725,16738.71,28026.81,6,0
cell_5769,1723.2927,44943.28,10,0
cell_3397,11913.001,40526.91,8,0
cell_2166,16099.848,29569.213,8,0
cell_4632,5853.0454,45338.465,10,0
cell_5734,2528.3713,45110.7,10,0
cell_2139,16738.71,28026.81,6,0
cell_3909,9391.076,34454.047,10,0
cell_6124,3139.1396,37092.14,9,4
cell_3513,9186.637,40285.08,1,0
cell_3388,12152.857,42196.117,1,0
cell_3390,12121.533,41507.11,8,0
cell_6109,3614.3938,37361.977,10,0
cell_84,21963.268,33776.137,3,10
cell_5760,1995.9363,42638.285,1,0
cell_773,18241.996,25901.52,6,10
cell_264,18673.627,36791.54,8,4
cell_3445,10684.089,39969.906,10,0
cell_1756,15477.126,38463.5,1,0
cell_234,19706.361,35753.62,10,0
cell_3924,9094.342,33929.87,1,0
cell_5082,8897.439,33004.69,3,0
cell_5010,6104.578,36554.508,3,0
cell_3523,8988.5205,41827.344,6,10
cell_4833,5692.736,41957.53,10,0
cell_6162,2252.6782,37929.793,10,0
cell_3389,12105.679,39608.285,10,0
cell_4686,8988.5205,41827.344,6,10
cell_6219,703.2961,38025.027,10,0
cell_129,21024.387,34199.35,3,0
cell_3827,11595.006,32937.824,10,0
cell_4839,5602.6855,41709.78,1,0
cell_5673,4059.6782,44653.957,1,0
cell_1709,16554.777,36299.434,10,0
cell_646,19035.79,26787.488,10,0
cell_2171,16006.825,30770.363,10,0
cell_91,21824.418,34481.8,8,0
cell_239,19531.25,35125.71,1,0
cell_4575,7386.902,43738.152,10,0
cell_3530,8755.131,40970.48,1,0
cell_724,16932.492,28715.926,8,0
cell_5652,4735.583,44126.25,1,0
cell_94,21711.76,33849.992,1,0
cell_108,21540.76,32731.367,1,0
cell_3937,8810.414,35021.984,6,0
cell_2100,13218.478,32000.17,3,10
cell_254,18928.023,35513.223,6,0
cell_2175,15917.139,29370.566,8,0
cell_4635,5817.5283,42731.668,1,0
cell_5710,3077.3723,45540.633,1,0
cell_5090,8763.892,33372.76,8,0
cell_2138,16932.492,28715.926,8,0
cell_5751,2284.7285,42810.027,1,0
cell_55,20788.852,35369.098,10,0
cell_1648,13656.129,40849.043,10,0
cell_3851,10817.738,32526.455,10,0
cell_5032,5401.8257,36517.016,1,0
cell_4805,6288.117,41579.49,1,0
cell_750,19140.166,25350.67,10,0
cell_1783,15068.469,36175.98,6,9
cell_6131,3054.5662,35441.773,10,0
cell_4628,5968.7,42539.66,8,0
cell_238,19552.186,36128.383,8,0
cell_287,18070.293,36226.688,10,0
cell_6213,877.55725,36603.098,10,0
cell_5715,3020.6426,42883.67,1,0
