"ID","x","y","label","truth"
"cell_4664",4817.15087890625,45568.64453125,14,"Layer 2-3 medial"
"cell_1738",15876.9951171875,37265.078125,8,"Layer 2-3 lateral"
"cell_5708",3137.20166015625,46213.41015625,14,"Layer 2-3 medial"
"cell_269",18593.25390625,35532.125,14,"Layer 2-3 lateral"
"cell_308",17550.904296875,37813.28515625,10,"Layer 2-3 lateral"
"cell_6764",81.0680999755859,44616.984375,16,"Layer 2-3 medial"
"cell_4836",5616.38818359375,40767.2421875,14,"Layer 4"
"cell_6049",5233.54345703125,35965.46484375,4,"Layer 5"
"cell_5683",3729.3359375,45612.9921875,14,"Layer 2-3 medial"
"cell_3822",11772.7705078125,31617.896484375,7,"Layer 5"
"cell_1659",13231.1787109375,41479.2578125,8,"Layer 2-3 medial"
"cell_3933",8897.439453125,33004.69140625,4,"Layer 5"
"cell_2180",15742.4892578125,29514.55078125,10,"Layer 5"
"cell_26",21941.171875,35138.4765625,4,"Layer 2-3 lateral"
"cell_5680",3944.34765625,43870.171875,14,"Layer 2-3 medial"
"cell_48",20913.23828125,35375.76953125,4,"Layer 2-3 lateral"
"cell_6086",4312.46923828125,35997.046875,4,"Layer 5"
"cell_1630",14408.427734375,40423.22265625,8,"Layer 2-3 lateral"
"cell_2121",12751.6298828125,31525.271484375,7,"Layer 5"
"cell_4617",6218.97998046875,44048.765625,8,"Layer 2-3 medial"
"cell_219",20071.49609375,34786.48046875,7,"Layer 2-3 lateral"
"cell_1620",14612.955078125,40023.54296875,8,"Layer 2-3 lateral"
"cell_725",16738.7109375,28026.810546875,10,"Layer 5"
"cell_5769",1723.29272460938,44943.28125,14,"Layer 2-3 medial"
"cell_3397",11913.0009765625,40526.91015625,8,"Layer 2-3 lateral"
"cell_2166",16099.84765625,29569.212890625,10,"Layer 5"
"cell_4632",5853.04541015625,45338.46484375,8,"Layer 2-3 medial"
"cell_5734",2528.37133789062,45110.69921875,14,"Layer 2-3 medial"
"cell_2139",16738.7109375,28026.810546875,10,"Layer 5"
"cell_3909",9391.076171875,34454.046875,8,"Layer 5"
"cell_6124",3139.1396484375,37092.140625,4,"Layer 5"
"cell_3513",9186.63671875,40285.078125,14,"Layer 2-3 medial"
"cell_3388",12152.857421875,42196.1171875,8,"Layer 2-3 lateral"
"cell_3390",12121.533203125,41507.109375,8,"Layer 2-3 lateral"
"cell_6109",3614.39379882812,37361.9765625,4,"Layer 5"
"cell_84",21963.267578125,33776.13671875,4,"Layer 2-3 lateral"
"cell_5760",1995.93627929688,42638.28515625,14,"Layer 2-3 medial"
"cell_773",18241.99609375,25901.51953125,9,"Layer 4"
"cell_264",18673.626953125,36791.5390625,10,"Layer 2-3 lateral"
"cell_3445",10684.0888671875,39969.90625,14,"Layer 2-3 medial"
"cell_1756",15477.1259765625,38463.5,8,"Layer 2-3 lateral"
"cell_234",19706.361328125,35753.62109375,10,"Layer 2-3 lateral"
"cell_3924",9094.341796875,33929.87109375,4,"Layer 5"
"cell_5082",8897.439453125,33004.69140625,4,"Layer 5"
"cell_5010",6104.578125,36554.5078125,4,"Layer 5"
"cell_3523",8988.5205078125,41827.34375,8,"Layer 2-3 medial"
"cell_4833",5692.73583984375,41957.53125,14,"Layer 2-3 medial"
"cell_6162",2252.67822265625,37929.79296875,16,"Layer 5"
"cell_3389",12105.6787109375,39608.28515625,8,"Layer 2-3 medial"
"cell_4686",8988.5205078125,41827.34375,8,"Layer 2-3 medial"
"cell_6219",703.296081542969,38025.02734375,16,"Layer 5"
"cell_129",21024.38671875,34199.3515625,4,"Layer 2-3 lateral"
"cell_3827",11595.005859375,32937.82421875,7,"Layer 5"
"cell_4839",5602.685546875,41709.78125,14,"Layer 2-3 medial"
"cell_5673",4059.67822265625,44653.95703125,14,"Layer 2-3 medial"
"cell_1709",16554.77734375,36299.43359375,14,"Layer 3-4"
"cell_646",19035.7890625,26787.48828125,7,"Layer 4"
"cell_2171",16006.8251953125,30770.36328125,7,"Layer 4"
"cell_91",21824.41796875,34481.80078125,4,"Layer 2-3 lateral"
"cell_239",19531.25,35125.7109375,10,"Layer 2-3 lateral"
"cell_4575",7386.90185546875,43738.15234375,8,"Layer 2-3 medial"
"cell_3530",8755.130859375,40970.48046875,14,"Layer 2-3 medial"
"cell_724",16932.4921875,28715.92578125,10,"Layer 5"
"cell_5652",4735.5830078125,44126.25,8,"Layer 2-3 medial"
"cell_94",21711.759765625,33849.9921875,4,"Layer 2-3 lateral"
"cell_108",21540.759765625,32731.3671875,4,"Layer 4"
"cell_3937",8810.4140625,35021.984375,8,"Layer 5"
"cell_2100",13218.4775390625,32000.169921875,7,"Layer 5"
"cell_254",18928.0234375,35513.22265625,14,"Layer 2-3 lateral"
"cell_2175",15917.138671875,29370.56640625,10,"Layer 5"
"cell_4635",5817.5283203125,42731.66796875,8,"Layer 2-3 medial"
"cell_5710",3077.37231445312,45540.6328125,14,"Layer 2-3 medial"
"cell_5090",8763.8916015625,33372.76171875,4,"Layer 5"
"cell_2138",16932.4921875,28715.92578125,10,"Layer 5"
"cell_5751",2284.728515625,42810.02734375,14,"Layer 2-3 medial"
"cell_55",20788.8515625,35369.09765625,4,"Layer 2-3 lateral"
"cell_1648",13656.12890625,40849.04296875,8,"Layer 2-3 medial"
"cell_3851",10817.73828125,32526.455078125,7,"Layer 5"
"cell_5032",5401.82568359375,36517.015625,4,"Layer 5"
"cell_4805",6288.1171875,41579.48828125,14,"Layer 2-3 medial"
"cell_750",19140.166015625,25350.669921875,6,"Layer 4"
"cell_1783",15068.46875,36175.98046875,14,"Layer 4"
"cell_6131",3054.56616210938,35441.7734375,8,"Layer 6"
"cell_4628",5968.7001953125,42539.66015625,8,"Layer 2-3 medial"
"cell_238",19552.185546875,36128.3828125,10,"Layer 2-3 lateral"
"cell_287",18070.29296875,36226.6875,14,"Layer 2-3 lateral"
"cell_6213",877.557250976562,36603.09765625,16,"Layer 5"
"cell_5715",3020.642578125,42883.671875,14,"Layer 2-3 medial"
"cell_3805",12312.3291015625,31451.072265625,7,"Layer 5"
"cell_5046",5059.53076171875,35643.0859375,4,"Layer 5"
"cell_1640",13938.96484375,40352.7578125,8,"Layer 2-3 lateral"
"cell_5747",2313.56494140625,42966.21484375,14,"Layer 2-3 medial"
"cell_4638",5771.6015625,44887.5859375,8,"Layer 2-3 medial"
"cell_4749",7449.33056640625,40283.9140625,14,"Layer 2-3 medial"
"cell_3531",8836.44921875,41604.8671875,8,"Layer 2-3 medial"
"cell_4611",6391.111328125,44906.15234375,8,"Layer 2-3 medial"
"cell_363",20835.9375,34320.671875,4,"Layer 2-3 lateral"
"cell_4577",7326.82080078125,44109.01171875,8,"Layer 2-3 medial"
"cell_3403",11726.759765625,40259.0625,8,"Layer 2-3 medial"
"cell_277",18359.927734375,36942.3046875,10,"Layer 2-3 lateral"
"cell_3607",11938.154296875,37961.19140625,14,"Layer 3-4"
"cell_5934",2907.65844726562,39918.09765625,7,"Layer 4"
"cell_1757",15464.2021484375,36642.78515625,14,"Layer 3-4"
"cell_618",19810.970703125,29636.291015625,7,"Layer 4"
"cell_7054",965.090881347656,42171.0234375,7,"Layer 4"
"cell_4978",6926.734375,38221.54296875,14,"Layer 4"
"cell_4692",8833.30078125,39745.3203125,14,"Layer 2-3 medial"
"cell_628",19514.8515625,27846.701171875,7,"Layer 4"
"cell_3753",8729.6005859375,36766.14453125,8,"Layer 4"
"cell_455",19203.74609375,32043.185546875,7,"Layer 4"
"cell_1746",15708.119140625,36501.64453125,14,"Layer 3-4"
"cell_3645",11154.3603515625,35766.6171875,14,"Layer 4"
"cell_3529",8833.30078125,39745.3203125,14,"Layer 2-3 medial"
"cell_392",20232.748046875,32866.5078125,7,"Layer 4"
"cell_5945",2647.87255859375,40427.08203125,7,"Layer 4"
"cell_5056",4802.95849609375,39156.92578125,14,"Layer 4"
"cell_5050",4916.9677734375,39046.16015625,14,"Layer 4"
"cell_2097",13379.4130859375,34224.14453125,7,"Layer 4"
"cell_1771",15246.044921875,34956.25390625,7,"Layer 4"
"cell_2081",13623.2060546875,34718.6015625,7,"Layer 4"
"cell_476",18626.69140625,31771.041015625,7,"Layer 4"
"cell_4901",8729.6005859375,36766.14453125,8,"Layer 4"
"cell_477",18596.947265625,32721.359375,7,"Layer 4"
"cell_1932",16940.49609375,31501.36328125,7,"Layer 4"
"cell_3644",11175.673828125,36091.1484375,14,"Layer 4"
"cell_6036",965.090881347656,42171.0234375,7,"Layer 4"
"cell_666",18432.51171875,29978.16796875,7,"Layer 4"
"cell_568",16940.49609375,31501.36328125,7,"Layer 4"
"cell_3703",9906.49609375,37033.91796875,14,"Layer 4"
"cell_532",17580.31640625,31815.005859375,7,"Layer 4"
"cell_4813",6047.67724609375,40093.80078125,14,"Layer 4"
"cell_426",19748.376953125,32840.07421875,7,"Layer 4"
"cell_102",21640.876953125,34116.9609375,4,"Layer 2-3 lateral"
"cell_5864",4421.7451171875,38725.80078125,14,"Layer 4"
"cell_3630",11564.9150390625,37778.56640625,14,"Layer 3-4"
"cell_7065",601.286560058594,41494.42578125,7,"Layer 4"
"cell_548",17279.5703125,33456.28515625,7,"Layer 4"
"cell_1699",16926.8671875,35885.5546875,14,"Layer 3-4"
"cell_1848",13819.28125,36951.01171875,14,"Layer 3-4"
"cell_1773",15220.92578125,35610.40625,14,"Layer 4"
"cell_6755",309.924072265625,42984.91015625,11,"Layer 2-3 medial"
"cell_93",21788.0234375,33401.15234375,4,"Layer 3-4"
"cell_4722",8076.72509765625,39261.82421875,14,"Layer 4"
"cell_126",21133.255859375,33024.078125,4,"Layer 3-4"
"cell_434",19565.822265625,32391.412109375,7,"Layer 4"
"cell_1905",12697.6982421875,36821.34375,14,"Layer 3-4"
"cell_1980",15881,34488.03515625,7,"Layer 4"
"cell_5707",3176.92333984375,42657.890625,14,"Layer 2-3 medial"
"cell_517",17796.91796875,33831.3828125,14,"Layer 4"
"cell_5831",5094.4267578125,41464.16015625,14,"Layer 2-3 medial"
"cell_4837",5612.20361328125,40309,14,"Layer 4"
"cell_1865",13545.787109375,35890.33984375,14,"Layer 3-4"
"cell_5915",3247.53515625,40331.59375,14,"Layer 4"
"cell_6191",1479.75122070312,35453.23046875,14,"Layer 6"
"cell_3623",11701.7138671875,38170.12890625,14,"Layer 3-4"
"cell_3571",12730.6474609375,36619.55859375,14,"Layer 3-4"
"cell_1968",16154.8271484375,32920.90234375,7,"Layer 4"
"cell_1727",16174.728515625,35527.1171875,14,"Layer 3-4"
"cell_1880",13180.5380859375,36650.578125,14,"Layer 3-4"
"cell_385",20351.900390625,33825.359375,7,"Layer 4"
"cell_4844",5431.60400390625,39932.1171875,14,"Layer 4"
"cell_3555",12985.26953125,37216.46484375,14,"Layer 3-4"
"cell_3638",11375.181640625,38424.7734375,14,"Layer 3-4"
"cell_456",19184.609375,34093.734375,14,"Layer 4"
"cell_1830",14126.5625,36325.203125,14,"Layer 3-4"
"cell_338",16738.224609375,35890.546875,14,"Layer 3-4"
"cell_6043",768.809692382812,42966.34375,11,"Layer 2-3 medial"
"cell_1822",14206.2509765625,36711.578125,14,"Layer 3-4"
"cell_1780",15062.3486328125,36375.71484375,14,"Layer 3-4"
"cell_3667",10571.7353515625,36734.37890625,14,"Layer 4"
"cell_6758",189.513595581055,43893.79296875,11,"Layer 2-3 medial"
"cell_6079",4530.6005859375,38310.42578125,14,"Layer 4"
"cell_1725",16201.283203125,36521.4453125,14,"Layer 3-4"
"cell_1735",15955.2529296875,36471.25,14,"Layer 3-4"
"cell_479",18567.453125,33907.3828125,14,"Layer 4"
"cell_1854",13676.041015625,36210.17578125,14,"Layer 3-4"
"cell_4864",4924.57861328125,42526.765625,14,"Layer 2-3 medial"
"cell_1826",14195.7265625,35357.2109375,7,"Layer 4"
"cell_404",20019.6953125,34236.4921875,7,"Layer 2-3 lateral"
"cell_3687",10103.8935546875,38115.015625,14,"Layer 4"
"cell_6018",1274.19873046875,42239.27734375,7,"Layer 4"
"cell_1718",16359.818359375,35987.55078125,14,"Layer 3-4"
"cell_3595",12242.734375,37627.4453125,14,"Layer 3-4"
"cell_5924",3100.62768554688,40415.30078125,14,"Layer 4"
"cell_4959",7457.48095703125,38423.46875,14,"Layer 4"
"cell_1839",13968.341796875,35959.43359375,14,"Layer 3-4"
"cell_5770",1737.76196289062,42749.65234375,14,"Layer 2-3 medial"
"cell_3443",10748.9287109375,39719.21484375,14,"Layer 2-3 medial"
"cell_3444",10722.990234375,39565.84765625,14,"Layer 2-3 medial"
"cell_1754",15493.501953125,36876.0546875,14,"Layer 3-4"
"cell_1872",13394.009765625,36254.70703125,14,"Layer 3-4"
"cell_1889",13004.4755859375,35587.28515625,14,"Layer 4"
"cell_1766",15341.4931640625,36403.37109375,14,"Layer 3-4"
"cell_5903",3529.0498046875,42014.90234375,14,"Layer 4"
"cell_291",17985.125,35699.70703125,14,"Layer 2-3 lateral"
"cell_1812",14407.8740234375,36131.05859375,14,"Layer 3-4"
"cell_507",17960.259765625,34192.171875,14,"Layer 4"
"cell_466",18877.990234375,32864.84765625,7,"Layer 4"
"cell_335",16926.8671875,35885.5546875,14,"Layer 3-4"
"cell_409",19991.82421875,33536.265625,7,"Layer 4"
"cell_3617",11749.7412109375,37689.48828125,14,"Layer 3-4"
"cell_1686",17193.9453125,35933.171875,14,"Layer 3-4"
"cell_361",20873.974609375,32499.5,7,"Layer 4"
"cell_3748",8829.265625,37990.4296875,14,"Layer 4"
"cell_3573",12696.474609375,36820.91015625,14,"Layer 3-4"
"cell_4762",7071.8447265625,40335.20703125,14,"Layer 4"
"cell_1857",13628.2998046875,38020.8671875,14,"Layer 2-3 medial"
"cell_351",21133.255859375,33024.078125,4,"Layer 3-4"
"cell_1869",13456.5,36708.83203125,14,"Layer 3-4"
"cell_5925",3047.99096679688,41647.1953125,14,"Layer 4"
"cell_441",19422.517578125,34339.30078125,7,"Layer 2-3 lateral"
"cell_4829",5810.8642578125,40219.046875,14,"Layer 4"
"cell_347",21280.255859375,33347.23828125,4,"Layer 3-4"
"cell_535",17496.451171875,34514.453125,14,"Layer 3-4"
"cell_3548",13180.5380859375,36650.578125,14,"Layer 3-4"
"cell_1851",13752.7978515625,36308.703125,14,"Layer 3-4"
"cell_90",21780.1640625,31807.341796875,7,"Layer 4"
"cell_1809",14473.021484375,36332.0546875,14,"Layer 3-4"
"cell_4810",6180.12646484375,41246.58984375,14,"Layer 2-3 medial"
"cell_538",17482.931640625,33704.0546875,14,"Layer 4"
"cell_3460",10298.763671875,39520.9765625,14,"Layer 2-3 medial"
"cell_5913",3340.87524414062,41453.89453125,14,"Layer 4"
"cell_5835",5005.6904296875,41932.23828125,14,"Layer 2-3 medial"
"cell_1792",14847.5927734375,36431.47265625,14,"Layer 3-4"
"cell_3603",11984.259765625,37469.5078125,14,"Layer 3-4"
"cell_3614",11769.369140625,38336.5390625,14,"Layer 3-4"
"cell_642",19153.576171875,30033.513671875,7,"Layer 4"
"cell_1929",17011.650390625,34145.609375,14,"Layer 4"
"cell_1794",14808.7109375,35557.23828125,7,"Layer 4"
"cell_4791",6614.9541015625,40083.9296875,14,"Layer 4"
"cell_5816",813.5810546875,42729.93359375,11,"Layer 4"
"cell_412",19955.5625,33757.41796875,7,"Layer 4"
"cell_4761",7149.095703125,38949.12890625,14,"Layer 4"
"cell_7050",1045.62451171875,40471.6953125,14,"Layer 4"
"cell_1702",16738.224609375,35890.546875,14,"Layer 3-4"
"cell_516",17792.25,34449.4921875,14,"Layer 3-4"
"cell_4753",7391.8603515625,40083.765625,14,"Layer 4"
"cell_1704",16714.580078125,35044.25,14,"Layer 3-4"
"cell_3598",12157.1396484375,36425.05859375,14,"Layer 4"
"cell_5203",6465.30810546875,33344.59375,13,"Layer 6"
"cell_4896",8829.265625,37990.4296875,14,"Layer 4"
"cell_5906",3499.36840820312,41861.125,14,"Layer 4"
"cell_4856",5094.4267578125,41464.16015625,14,"Layer 2-3 medial"
"cell_3631",11560.4814453125,37657.05859375,14,"Layer 3-4"
"cell_565",17011.650390625,34145.609375,14,"Layer 4"
"cell_1913",17279.5703125,33456.28515625,7,"Layer 4"
"cell_502",18112.15625,33989.89453125,14,"Layer 4"
"cell_1736",15894.314453125,36359.7265625,14,"Layer 3-4"
"cell_322",17193.9453125,35933.171875,14,"Layer 3-4"
"cell_3715",9654.8466796875,38994.28125,14,"Layer 4"
"cell_1833",14057.255859375,36132.99609375,14,"Layer 3-4"
"cell_391",20240.115234375,33202.51953125,7,"Layer 4"
"cell_4698",8719.5966796875,39396.3515625,14,"Layer 4"
"cell_1758",15460.2373046875,36207.234375,14,"Layer 3-4"
"cell_5880",4049.81225585938,40684.30078125,14,"Layer 4"
"cell_7044",1143.15112304688,40122.23046875,14,"Layer 4"
"cell_461",18950.05078125,34502.12890625,14,"Layer 2-3 lateral"
"cell_1887",12985.26953125,37216.46484375,14,"Layer 3-4"
"cell_122",21227.728515625,33330.4296875,4,"Layer 3-4"
"cell_4860",5005.6904296875,41932.23828125,14,"Layer 2-3 medial"
"cell_3557",13004.4755859375,35587.28515625,14,"Layer 4"
"cell_6032",1045.62451171875,40471.6953125,14,"Layer 4"
"cell_4777",6867.89208984375,39922.20703125,14,"Layer 4"
"cell_292",18011.291015625,35407.86328125,7,"Layer 3-4"
"cell_320",17220.24609375,34506.42578125,14,"Layer 4"
"cell_5918",3156.08740234375,39216.9140625,8,"Layer 4"
"cell_5693",3443.43969726562,42629.4765625,14,"Layer 2-3 medial"
"cell_6026",1143.15112304688,40122.23046875,14,"Layer 4"
"cell_1903",12730.7841796875,36619.55078125,14,"Layer 3-4"
"cell_1810",14450.6923828125,36263.53125,14,"Layer 3-4"
"cell_5936",2890.66235351562,42092.82421875,14,"Layer 4"
"cell_4804",6295.162109375,39825.0234375,14,"Layer 4"
"cell_7036",1274.19873046875,42239.27734375,7,"Layer 4"
"cell_6014",1369.06384277344,41751.78125,7,"Layer 4"
"cell_4877",9313.814453125,38318.4296875,14,"Layer 4"
"cell_1819",14311.673828125,37731.953125,8,"Layer 2-3 lateral"
"cell_4851",5276.09619140625,40048.71484375,14,"Layer 4"
"cell_1737",15939.7529296875,36051.08203125,14,"Layer 3-4"
"cell_5826",5276.09619140625,40048.71484375,14,"Layer 4"
"cell_6119",3337.5478515625,36797.39453125,4,"Layer 5"
"cell_64",22456.734375,32872.78125,4,"Layer 4"
"cell_5957",2408.34301757812,41455.5859375,14,"Layer 4"
"cell_136",20873.974609375,32499.5,7,"Layer 4"
"cell_3442",10757.875,39416.0703125,14,"Layer 2-3 medial"
"cell_4715",8328.9365234375,39376.8671875,14,"Layer 4"
"cell_4742",7587.06982421875,39665.88671875,14,"Layer 4"
"cell_77",22131.65625,32291.849609375,7,"Layer 4"
"cell_518",17759.826171875,35194.87109375,7,"Layer 3-4"
"cell_3710",9695.880859375,38311.8046875,14,"Layer 4"
"cell_4958",7488.583984375,37908.91015625,14,"Layer 4"
"cell_2058",14153.125,32060.376953125,7,"Layer 4"
"cell_563",17072.16015625,33704.58984375,14,"Layer 4"
"cell_377",20558.181640625,32152.953125,7,"Layer 4"
"cell_3549",13184.916015625,37501.453125,14,"Layer 2-3 medial"
"cell_3636",11408.8896484375,35594.05078125,14,"Layer 4"
"cell_530",17587.908203125,31148.041015625,7,"Layer 4"
"cell_2114",12918.13671875,34114.390625,7,"Layer 4"
"cell_651",18873.2421875,27956.90625,7,"Layer 4"
"cell_437",19531.94921875,33183.87890625,7,"Layer 4"
"cell_386",20356.44140625,32773.0625,7,"Layer 4"
"cell_5971",2247.90551757812,40119.79296875,7,"Layer 4"
"cell_639",19237.509765625,30887.326171875,7,"Layer 4"
"cell_2064",13979.451171875,33442.14453125,7,"Layer 4"
"cell_571",16830.400390625,32887.08984375,7,"Layer 4"
"cell_3411",11560.732421875,39418.72265625,14,"Layer 2-3 medial"
"cell_1950",16518.169921875,33319.8046875,7,"Layer 4"
"cell_5991",1891.13305664062,40246.94921875,7,"Layer 4"
"cell_3633",11521.9365234375,35789.58203125,14,"Layer 4"
"cell_5956",2418.64233398438,39968.31640625,7,"Layer 4"
"cell_641",19212.63671875,28683.484375,7,"Layer 4"
"cell_709",17472.34375,30104.22265625,7,"Layer 4"
"cell_111",21558.69140625,32467.87109375,7,"Layer 4"
"cell_2062",14053.87109375,33586.1953125,7,"Layer 4"
"cell_537",17510.107421875,33827.67578125,14,"Layer 4"
"cell_680",18129.8984375,30760.26171875,7,"Layer 4"
"cell_3616",11764.73828125,36791.8828125,14,"Layer 4"
"cell_390",20342.52734375,31320.7421875,7,"Layer 4"
"cell_5871",4162.83251953125,38971.29296875,7,"Layer 4"
"cell_549",17273.984375,31362.5234375,7,"Layer 4"
"cell_2024",15043.861328125,33704.6796875,7,"Layer 4"
"cell_6031",1055.09240722656,40362.38671875,14,"Layer 4"
"cell_536",17506.787109375,33054.55859375,7,"Layer 4"
"cell_1775",15202.578125,36418.3828125,14,"Layer 3-4"
"cell_3619",11738.8681640625,36514.48828125,14,"Layer 4"
"cell_531",17569.701171875,32811.11328125,7,"Layer 4"
"cell_4802",6310.904296875,38766.7734375,14,"Layer 4"
"cell_539",17470.998046875,34250.09765625,14,"Layer 4"
"cell_2020",15120.6552734375,34282.21875,7,"Layer 4"
"cell_1967",16177.1904296875,33175.47265625,7,"Layer 4"
"cell_4721",8089.2099609375,39141.2578125,14,"Layer 4"
"cell_1948",16506.185546875,31895.2421875,7,"Layer 4"
"cell_528",17672.06640625,31422.486328125,7,"Layer 4"
"cell_1933",16938.8515625,33509.44921875,14,"Layer 4"
"cell_616",19821.5625,29749.326171875,7,"Layer 4"
"cell_1755",15485.787109375,35528.5703125,14,"Layer 4"
"cell_3968",12826.8515625,30855.787109375,15,"Layer 6"
"cell_2077",13652.6328125,31916.34765625,7,"Layer 4"
"cell_2082",13594.2548828125,35125.7890625,7,"Layer 4"
"cell_5855",4577.43017578125,38638.7890625,14,"Layer 4"
"cell_2075",13692.388671875,34477.921875,7,"Layer 4"
"cell_3739",9039.4169921875,37552.03515625,14,"Layer 4"
"cell_397",20101.634765625,32485.029296875,7,"Layer 4"
"cell_635",19305.0625,31113.916015625,7,"Layer 4"
"cell_4729",7977.19775390625,40503.7734375,14,"Layer 2-3 medial"
"cell_5978",2160.96118164062,40716.40234375,14,"Layer 4"
"cell_1939",16680.341796875,32225.97265625,7,"Layer 4"
"cell_1966",16219.0302734375,33473.3671875,7,"Layer 4"
"cell_648",18967.115234375,29037.19921875,7,"Layer 4"
"cell_383",20445.201171875,32856.99609375,7,"Layer 4"
"cell_5058",4724.51416015625,38731.73828125,14,"Layer 4"
"cell_609",20023.6640625,31169.185546875,7,"Layer 4"
"cell_7063",679.844604492188,40363.421875,14,"Layer 4"
"cell_1955",16396.283203125,34222.31640625,7,"Layer 4"
"cell_3591",12327.01171875,35543.40625,14,"Layer 4"
"cell_4795",6513.26708984375,39314.1015625,14,"Layer 4"
"cell_3594",12242.4990234375,36262.0859375,14,"Layer 4"
"cell_4935",8052.6904296875,37282.6015625,14,"Layer 4"
"cell_4815",5999.4736328125,39160.359375,14,"Layer 4"
"cell_2021",15043.1708984375,34347.80859375,7,"Layer 4"
"cell_1781",15084.5615234375,35435.1171875,14,"Layer 4"
"cell_417",19883.859375,32758.080078125,7,"Layer 4"
"cell_2211",14999.6689453125,28041.412109375,10,"Layer 6"
"cell_1798",14665.875,34846.625,7,"Layer 4"
"cell_416",19925.115234375,33258.7109375,7,"Layer 4"
"cell_597",20346.75390625,30889.4765625,7,"Layer 4"
"cell_148",20705.630859375,28669.755859375,7,"Layer 4"
"cell_2023",15082.5478515625,32333.46875,7,"Layer 4"
"cell_2088",13514.6435546875,34998.91015625,7,"Layer 4"
"cell_2025",14983.0927734375,33866.84375,7,"Layer 4"
"cell_2162",16226.892578125,28297.712890625,10,"Layer 5"
"cell_4716",8279.7578125,39697.6171875,14,"Layer 4"
"cell_372",20671.494140625,32672.796875,7,"Layer 4"
"cell_1825",14202.6875,35583.0703125,7,"Layer 4"
"cell_5942",2724.24853515625,40128.3984375,7,"Layer 4"
"cell_2044",14538.267578125,33752.109375,7,"Layer 4"
"cell_3656",10908.8349609375,37202.42578125,14,"Layer 4"
"cell_2160",16355.189453125,28708.103515625,10,"Layer 5"
"cell_1953",16379.76171875,33115.0078125,7,"Layer 4"
"cell_3628",11584.3349609375,37840.5546875,14,"Layer 3-4"
"cell_5881",4018.6162109375,41657.09375,14,"Layer 4"
"cell_1837",14009.400390625,35389.796875,7,"Layer 4"
"cell_486",18407.515625,32196.892578125,7,"Layer 4"
"cell_5993",1861.115234375,41099.0859375,14,"Layer 4"
"cell_104",21576.970703125,32973.5234375,4,"Layer 3-4"
"cell_2019",15104.111328125,34077.2734375,7,"Layer 4"
"cell_463",18959.06640625,33334.28515625,7,"Layer 4"
"cell_569",16938.8515625,33509.44921875,14,"Layer 4"
"cell_658",18697.82421875,30765.208984375,7,"Layer 4"
"cell_414",19909.30078125,32334.203125,7,"Layer 4"
"cell_515",17824.158203125,32584.033203125,7,"Layer 4"
"cell_3601",12010.412109375,36292.58203125,14,"Layer 4"
"cell_602",20120.208984375,30016.875,7,"Layer 4"
"cell_7057",835.18505859375,40649.9609375,14,"Layer 4"
"cell_4975",7097.830078125,38271.04296875,14,"Layer 4"
"cell_67",22523.26171875,31853.015625,7,"Layer 4"
"cell_2099",13219.923828125,32994.85546875,7,"Layer 4"
"cell_1749",15641.267578125,36323.7734375,14,"Layer 3-4"
"cell_1945",16606.447265625,33665.69140625,7,"Layer 4"
"cell_5979",2121.80810546875,39996,7,"Layer 4"
"cell_1954",16392.919921875,32364.328125,7,"Layer 4"
"cell_588",20626.470703125,29278.384765625,7,"Layer 4"
"cell_3786",12635.8857421875,34689.17578125,14,"Layer 4"
"cell_4775",6900.828125,38879.98828125,14,"Layer 4"
"cell_3602",12003.71875,36779.140625,14,"Layer 4"
"cell_584",20635.439453125,30771.556640625,7,"Layer 4"
"cell_7092",53.3371391296387,40620.59765625,14,"Layer 4"
"cell_121",21274.201171875,31827.064453125,7,"Layer 4"
"cell_653",18857.201171875,27507.9296875,10,"Layer 4"
"cell_5834",5062.94091796875,39050.88671875,14,"Layer 4"
"cell_410",20016.958984375,33857.28515625,7,"Layer 4"
"cell_4952",7637.35498046875,38290.46484375,14,"Layer 4"
"cell_7055",842.037109375,40405.984375,14,"Layer 4"
"cell_367",20764.767578125,31947.759765625,7,"Layer 4"
"cell_649",18944.509765625,29244.4296875,7,"Layer 4"
"cell_523",17725.384765625,32037.947265625,7,"Layer 4"
"cell_620",19733.08984375,30409.701171875,7,"Layer 4"
"cell_5972",2267.61743164062,40062.01953125,7,"Layer 4"
"cell_711",17317.59765625,30344.607421875,7,"Layer 4"
"cell_2007",15330.12109375,31846.26953125,7,"Layer 4"
"cell_1961",16272.7490234375,32647.171875,7,"Layer 4"
"cell_2117",12837.703125,32798.95703125,7,"Layer 4"
"cell_2008",15315.982421875,32679.55859375,7,"Layer 4"
"cell_5941",2735.13989257812,40031.8125,7,"Layer 4"
"cell_605",20141.25,28439.4375,7,"Layer 4"
"cell_5902",3553.6875,40243.59765625,14,"Layer 4"
"cell_2029",14869.205078125,32413.388671875,7,"Layer 4"
"cell_2102",13165.623046875,33630.6875,7,"Layer 4"
"cell_1814",14387.3818359375,36480.3828125,14,"Layer 3-4"
"cell_625",19667.001953125,28553.576171875,7,"Layer 4"
"cell_509",17949.421875,31444.177734375,7,"Layer 4"
"cell_1912",17285.939453125,32779.12109375,7,"Layer 4"
"cell_5919",3137.47314453125,40694.06640625,14,"Layer 4"
"cell_4962",7413.83984375,37692.71484375,14,"Layer 4"
"cell_1991",15622.1640625,32892.5703125,7,"Layer 4"
"cell_2275",13395.5087890625,30064.939453125,15,"Layer 6"
