barcode,x,y,mclust
aaaabipn-1,1156.7357604980468,1511.8268920898438,1
aaaabipo-1,1153.2950866699218,1497.6198974609374,1
aaaabipp-1,1157.18369140625,1490.980206298828,4
aaaabjaa-1,1158.6898681640623,1501.0383666992186,1
aaaabjab-1,1157.2558044433592,1483.121337890625,4
aaaabjac-1,1154.832080078125,1606.6055236816403,5
aaaabjad-1,1164.080499267578,1617.5567443847656,5
aaaabjae-1,1161.366455078125,1527.8068298339842,6
aaaabjag-1,1170.2248413085938,1615.1316711425782,5
aaaabjah-1,1166.7678771972655,1474.2462463378906,4
aaaabjaj-1,1167.8130493164062,1607.1349060058594,5
aaaabjak-1,1169.3355163574215,1491.1899047851562,5
aaaabjal-1,1164.8268432617188,1515.2525207519532,1
aaaabjam-1,1160.5745605468749,1591.286846923828,5
aaaabjan-1,1167.578656005859,1502.6825439453123,1
aaaabjao-1,1162.2468566894531,1565.6685607910156,1
aaaabjap-1,1174.511676025391,1602.5421875,5
aaaabjba-1,1164.5135925292968,1580.0508056640624,5
aaaabjbc-1,1181.9259338378906,1611.3583435058592,5
aaaabjbd-1,1178.32744140625,1475.9884765625,5
aaaabjbe-1,1172.9881713867187,1540.987951660156,4
aaaabjbf-1,1176.5960021972655,1586.8621154785155,5
aaaabjbg-1,1175.6823974609374,1501.8353454589844,1
aaaabjbh-1,1182.402917480469,1486.3625854492186,5
aaaabjbi-1,1185.2937683105467,1596.5864807128903,5
aaaabjbj-1,1174.841839599609,1572.584979248047,1
aaaabjbk-1,1175.5513488769532,1526.943029785156,4
aaaabjbl-1,1176.220703125,1517.683508300781,1
aaaabjbm-1,1174.8838623046877,1510.8277893066406,1
aaaabjbn-1,1172.5254028320312,1554.584735107422,4
aaaabjbo-1,1186.834912109375,1604.3701232910155,5
aaaabjca-1,1178.518151855469,1561.5830200195312,1
aaaabjcb-1,1180.8842895507812,1581.476983642578,5
aaaabjcc-1,1181.30078125,1495.3947692871093,5
aaaabjcd-1,1179.3167907714844,1532.7527465820312,4
aaaabjce-1,1182.1853332519531,1508.1309692382813,1
aaaabjcf-1,1181.2333374023438,1567.409753417969,4
aaaabjcg-1,1181.921368408203,1544.885272216797,4
aaaabjch-1,1183.1719848632813,1501.2624877929686,1
aaaabjci-1,1148.5470397949218,1616.6583923339842,1
aaaabjcj-1,1159.8888122558594,1623.6161071777344,1
aaaabjck-1,1173.8315307617188,1626.7952026367186,5
aaaabjcl-1,1155.6716003417969,1628.847674560547,4
aaaabjcm-1,1142.569854736328,1629.8415893554686,1
aaaabjcn-1,1167.0179382324218,1636.1815185546875,5
aaaabjco-1,1146.6397277832032,1645.7018920898438,1
aaaabjcp-1,1176.5318786621094,1642.9252807617188,5
aaaabjda-1,1155.69619140625,1650.5152038574215,1
aaaabjdb-1,1173.9093505859375,1650.1131347656249,5
aaaabjdc-1,1168.9213073730468,1655.6720642089842,5
aaaabjdd-1,1148.8085144042968,1660.9364196777344,4
aaaabjde-1,1161.6383056640625,1658.5767150878903,1
aaaabjdf-1,1182.736505126953,1659.7484741210938,4
aaaabjdg-1,1161.1951477050782,1664.360595703125,4
aaaabjdh-1,1168.162823486328,1665.7359313964844,4
aaaabjdi-1,1183.4038879394532,1669.1134155273437,4
aaaabjdj-1,1164.771124267578,1672.0795959472655,4
aaaabjdk-1,1149.5298522949215,1674.3149963378903,4
aaaabjdl-1,1181.381610107422,1678.5450744628906,5
aaaabjdm-1,1170.6079223632812,1680.4664978027342,5
aaaabjdn-1,1167.7491333007813,1684.3823913574215,5
aaaabjdo-1,1111.2472717285157,1447.8827575683592,5
aaaabjdp-1,1089.3830139160157,1458.2714965820312,5
aaaabjea-1,1101.8501647949215,1459.3604553222656,5
aaaabjeb-1,1112.196466064453,1459.8538330078125,5
aaaabjec-1,1103.4944458007812,1465.1419494628906,4
aaaabjed-1,1122.2276489257813,1458.3006530761718,5
aaaabjee-1,1090.2783569335936,1474.116961669922,4
aaaabjef-1,1107.95673828125,1472.3259643554686,5
aaaabjeg-1,1117.9825256347656,1471.2161499023437,5
aaaabjeh-1,1122.4110961914062,1475.4707153320312,5
aaaabjei-1,1102.7030700683592,1484.0356689453124,5
aaaabjej-1,1129.3182800292968,1475.647418212891,5
aaaabjek-1,1110.223370361328,1487.440234375,1
aaaabjel-1,1116.1777282714845,1495.6149475097657,1
aaaabjem-1,1127.8531921386718,1490.8343200683594,1
aaaabjen-1,1064.0940612792967,1492.3968383789063,6
aaaabjeo-1,1081.1201049804688,1492.3396667480467,6
aaaabjep-1,1095.013226318359,1505.4308288574218,6
aaaabjfa-1,1072.46923828125,1518.3736145019532,2
aaaabjfb-1,1128.9856262207031,1518.376104736328,6
aaaabjfc-1,1109.2088073730467,1514.5903259277345,1
aaaabjfd-1,1091.5013732910156,1520.112939453125,2
aaaabjfe-1,1086.9276428222656,1530.2079345703123,2
aaaabjff-1,1094.404052734375,1542.1078308105468,1
aaaabjfg-1,1121.8337768554686,1553.6158264160156,1
aaaabjfh-1,1118.6570678710937,1563.0248657226562,1
aaaabjfi-1,1127.0783142089842,1564.5286560058594,1
aaaabjfj-1,1116.4498901367188,1577.8895935058592,1
aaaabjfk-1,1062.8020446777343,1600.622216796875,2
aaaabjfl-1,1070.2414123535157,1597.736242675781,2
aaaabjfm-1,1054.5846862792969,1594.8646911621092,2
aaaabjfn-1,1064.1258117675782,1606.016375732422,2
aaaabjfo-1,1084.6673400878906,1600.823199462891,2
aaaabjfp-1,1062.094195556641,1611.6355895996094,1
aaaabjga-1,1082.9045654296874,1615.8918151855469,2
aaaabjgb-1,1071.1840698242188,1616.4989135742187,2
aaaabjgc-1,1054.1607238769532,1619.4429931640625,1
aaaabjgd-1,1079.8424072265625,1625.1819458007812,1
aaaabjge-1,1118.8736145019532,1532.1258300781249,1
aaaabjgf-1,1107.3039855957031,1527.5721252441406,1
aaaabjgh-1,1104.7173583984377,1642.8397827148438,1
aaaabjgi-1,1097.7957519531249,1657.2561645507812,6
aaaabjgj-1,1055.1862854003905,1659.73623046875,2
aaaabjgk-1,1100.9124877929687,1621.03134765625,1
aaaabjgl-1,1071.6418579101562,1624.9510803222656,2
aaaabjgm-1,1064.9900268554686,1629.453527832031,2
aaaabjgn-1,1090.6035400390624,1633.3994079589845,1
aaaabjgo-1,1069.4402832031249,1636.4921752929688,2
aaaabjgp-1,1080.6112670898438,1638.2456115722655,1
aaaabjha-1,1060.9026184082031,1641.9466186523437,2
aaaabjhb-1,1075.812274169922,1649.6276428222657,2
aaaabjhc-1,1055.421301269531,1644.8161987304686,2
aaaabjhd-1,1053.9336975097656,1651.4775756835936,2
aaaabjhe-1,1061.8416442871094,1661.1690490722656,2
aaaabjhf-1,1070.670147705078,1661.3687866210937,2
aaaabjhg-1,1089.3979553222655,1671.7702880859374,6
aaaabjhi-1,1063.5476623535155,1682.1877685546874,2
aaaabjhk-1,1232.4506103515623,1238.201702880859,2
aaaabjhl-1,1231.4753723144531,1258.023034667969,2
aaaabjhm-1,1232.893975830078,1248.7254333496094,2
aaaabjhn-1,1241.000933837891,1261.824792480469,1
aaaabjho-1,1239.2764465332032,1206.889910888672,1
aaaabjhp-1,1240.1907775878906,1279.0768249511718,1
aaaabjia-1,1246.0082763671874,1248.034912109375,1
aaaabjib-1,1245.0246337890624,1213.5759826660155,2
aaaabjic-1,1247.806329345703,1284.221234130859,1
aaaabjid-1,1249.46513671875,1293.35302734375,1
aaaabjie-1,1249.1726379394531,1260.0860900878906,1
aaaabjif-1,1250.112078857422,1235.2502563476562,1
aaaabjig-1,1250.514044189453,1202.7879760742187,1
aaaabjih-1,1252.958624267578,1265.6172119140624,1
aaaabjii-1,1255.9698364257813,1214.0497497558592,2
aaaabjij-1,1252.122528076172,1273.543212890625,5
aaaabjik-1,1259.6802856445313,1278.5191162109377,4
aaaabjil-1,1259.6657592773438,1270.5503662109377,4
aaaabjim-1,1256.0341674804688,1243.1999145507812,1
aaaabjin-1,1259.8858337402344,1205.1062805175782,1
aaaabjio-1,1266.7994506835937,1261.2126098632812,5
aaaabjip-1,1261.3476013183592,1245.3179626464844,5
aaaabjja-1,1261.7613952636718,1253.9534729003906,5
aaaabjjb-1,1261.926788330078,1233.7776977539063,4
aaaabjjc-1,1261.0117309570312,1222.040185546875,1
aaaabjjd-1,1275.3885803222656,1270.6878479003906,4
aaaabjje-1,1265.4484985351562,1208.3411987304687,5
aaaabjjf-1,1273.4467163085938,1246.3958190917967,5
aaaabjjg-1,1276.4977722167969,1234.8769287109374,5
aaaabjjh-1,1278.720721435547,1255.0186706542968,5
aaaabjji-1,1269.3445739746094,1222.6180236816406,5
aaaabjjj-1,1271.137957763672,1239.3740844726562,5
aaaabjjk-1,1271.7409057617188,1215.1973327636715,5
aaaabjjl-1,1274.7344787597656,1207.9141235351562,5
aaaabjjm-1,1275.510186767578,1228.3893493652342,5
aaaabjjn-1,1279.1216491699215,1226.4282897949215,5
aaaabjjo-1,1277.6861328125,1203.2134948730468,5
aaaabjjp-1,1282.174365234375,1214.9959350585937,5
aaaabjka-1,1281.306414794922,1222.3138000488282,5
aaaabjkb-1,1285.341943359375,1207.2160278320312,5
aaaabjkc-1,1286.3723815917967,1201.066912841797,1
aaaabjkd-1,1259.8511779785156,1286.5201354980468,4
aaaabjke-1,1270.2235229492187,1283.420831298828,4
aaaabjkf-1,1255.5418273925782,1290.9842956542968,4
aaaabjkh-1,1238.6332397460938,1293.3529235839844,6
aaaabjki-1,1262.050469970703,1296.9317016601562,4
aaaabjkj-1,1230.837872314453,1297.9283142089844,6
aaaabjkk-1,1244.5063537597655,1226.0041198730469,2
aaaabjkl-1,1133.2274291992187,1372.025030517578,5
aaaabjkn-1,1118.170849609375,1369.6892944335937,5
aaaabjko-1,1051.818762207031,1378.2053771972655,5
aaaabjkp-1,1112.4163330078125,1373.1409667968749,5
aaaabjla-1,1125.950860595703,1374.167150878906,5
aaaabjlb-1,1083.293145751953,1370.4886596679687,5
aaaabjlc-1,1099.6394592285155,1373.8755859375,5
aaaabjld-1,1061.5963562011718,1375.0081237792967,5
aaaabjlf-1,1067.132769775391,1377.47978515625,5
aaaabjlg-1,1119.1967224121092,1378.7960815429688,5
aaaabjlh-1,1091.3854736328124,1379.9862060546875,5
aaaabjlj-1,1109.0442443847655,1380.3067199707032,5
aaaabjlk-1,1084.5776916503903,1382.0398193359374,5
aaaabjll-1,1063.8939086914063,1389.0156921386715,5
aaaabjlm-1,1104.0466552734374,1385.315203857422,5
aaaabjln-1,1124.9826782226562,1387.840509033203,5
aaaabjlo-1,1073.4421936035155,1387.5592163085937,5
aaaabjlp-1,1115.9054626464842,1387.157977294922,5
aaaabjma-1,1099.0130615234375,1388.5291625976563,5
aaaabjmb-1,1078.1914855957032,1393.849652099609,5
aaaabjmd-1,1117.1228759765625,1394.414105224609,4
aaaabjme-1,1109.8603149414062,1392.5016052246094,4
aaaabjmf-1,1130.3374084472655,1397.1555419921874,5
aaaabjmg-1,1085.1206665039062,1401.1227966308593,5
aaaabjmh-1,1096.8177124023437,1399.1134887695312,5
aaaabjmi-1,1105.4642211914063,1398.1642944335938,4
aaaabjmj-1,1113.576885986328,1399.5654663085936,4
aaaabjmk-1,1129.6954467773437,1405.4491638183592,5
aaaabjml-1,1118.5924255371094,1402.673382568359,5
aaaabjmm-1,1096.4429321289062,1409.615118408203,5
aaaabjmn-1,1112.518328857422,1406.144976806641,5
aaaabjmo-1,1106.8855224609374,1406.4670471191405,5
aaaabjmp-1,1058.1207153320313,1404.7512756347655,4
aaaabjna-1,1123.53896484375,1416.974694824219,5
aaaabjnb-1,1106.3519897460938,1419.3390686035157,5
aaaabjnc-1,1051.7458190917969,1413.8799560546877,4
aaaabjnd-1,1071.1042785644531,1410.5745849609375,4
aaaabjne-1,1061.8116577148437,1413.9870361328124,4
aaaabjng-1,1051.3431274414063,1422.721636962891,4
aaaabjnh-1,1056.1985656738282,1422.9763671875,4
aaaabjni-1,1078.1186462402345,1419.56806640625,5
aaaabjnk-1,1059.1504272460936,1430.200640869141,4
aaaabjnl-1,1068.47158203125,1432.282684326172,5
aaaabjnm-1,1081.1898315429687,1426.9751647949215,5
aaaabjnn-1,1062.698907470703,1434.9733825683593,1
aaaabjno-1,1088.4505249023437,1429.6749938964842,5
aaaabjnp-1,1099.7628295898437,1433.0230102539062,5
aaaabjoa-1,1065.7464355468749,1440.283288574219,1
aaaabjob-1,1073.96171875,1440.3752197265624,5
aaaabjod-1,1051.3050476074218,1448.074609375,1
aaaabjoe-1,1088.964239501953,1443.205059814453,5
aaaabjof-1,1082.0429443359374,1447.2797058105468,5
aaaabjog-1,1089.043096923828,1449.853674316406,5
aaaabjoh-1,1101.895196533203,1443.7058044433593,5
aaaabjoi-1,1070.5396179199215,1457.2978149414062,5
aaaabjoj-1,1060.7137756347656,1351.2142456054687,1
aaaabjok-1,1061.767248535156,1361.2229125976562,1
aaaabjol-1,1061.881591796875,1330.7442077636715,6
aaaabjom-1,1059.41044921875,1367.12373046875,4
aaaabjon-1,1064.7401733398438,1342.3399841308594,6
aaaabjoo-1,1073.1639099121094,1324.715350341797,6
aaaabjop-1,1072.728741455078,1353.7288635253906,1
aaaabjpa-1,1075.101934814453,1337.2813842773437,6
aaaabjpb-1,1071.910906982422,1311.1287353515625,6
aaaabjpc-1,1080.6948974609377,1300.3102233886718,6
aaaabjpd-1,1083.8042663574215,1340.8117065429688,5
aaaabjpe-1,1090.135272216797,1311.783251953125,6
aaaabjpf-1,1084.942822265625,1358.9083435058594,5
aaaabjpg-1,1087.6713928222655,1348.2808532714844,5
aaaabjph-1,1092.5322265625,1363.350714111328,5
aaaabjpi-1,1092.6357788085936,1328.6397521972656,4
aaaabjpj-1,1095.3706787109377,1355.8500244140623,5
aaaabjpk-1,1095.9445739746093,1347.6820556640623,5
aaaabjpl-1,1098.1281982421874,1365.769561767578,5
aaaabjpm-1,1099.1048889160156,1344.3001098632812,5
aaaabjpo-1,1101.994287109375,1333.692333984375,4
aaaabjpp-1,1101.3562683105467,1340.343231201172,5
aaaabkac-1,1104.532977294922,1325.0073303222655,4
aaaabkad-1,1103.814337158203,1312.289288330078,1
aaaabkae-1,1107.680218505859,1353.890106201172,5
aaaabkaf-1,1110.4659606933594,1347.446728515625,5
aaaabkah-1,1110.3671813964845,1331.3574279785155,1
aaaabkai-1,1113.5528137207032,1359.0738403320313,4
aaaabkaj-1,1112.268994140625,1366.128155517578,1
aaaabkak-1,1112.9859741210937,1317.50166015625,4
aaaabkal-1,1115.1216613769532,1342.03212890625,5
aaaabkam-1,1116.9559265136718,1333.0265075683594,5
aaaabkan-1,1123.2751037597657,1339.469677734375,5
aaaabkao-1,1120.5915649414062,1320.6594848632812,5
aaaabkap-1,1124.9227050781249,1346.3005981445312,4
aaaabkba-1,1124.62138671875,1333.258203125,5
aaaabkbb-1,1122.6938415527345,1364.8366577148438,4
aaaabkbc-1,1123.75478515625,1302.9208190917968,1
aaaabkbd-1,1125.261273193359,1310.453570556641,5
aaaabkbe-1,1127.6538696289062,1354.056640625,4
aaaabkbf-1,1128.3675292968749,1323.320196533203,5
aaaabkbg-1,1129.1639892578123,1363.2816101074218,4
aaaabkbh-1,1134.5080322265624,1323.6870910644532,5
aaaabkbi-1,1134.7534240722655,1315.6360595703125,5
aaaabkbl-1,1140.828039550781,1335.1652038574218,4
aaaabkbm-1,1141.7751586914062,1308.7547119140625,4
aaaabkbn-1,1142.8772949218749,1324.1948913574215,4
aaaabkbo-1,1148.2596252441406,1324.2575622558593,4
aaaabkbp-1,1153.499597167969,1305.7143432617188,5
aaaabkca-1,1155.8410400390624,1323.0262451171875,5
aaaabkcb-1,1162.472430419922,1315.7819458007812,5
aaaabkcd-1,1169.0311889648438,1310.011761474609,5
aaaabkce-1,1172.899560546875,1327.4238952636715,5
aaaabkcf-1,1178.262384033203,1297.543988037109,5
aaaabkcg-1,1179.3709533691406,1319.568865966797,5
aaaabkch-1,1185.5627136230469,1309.7977050781249,5
aaaabkci-1,1188.6075439453125,1327.8569885253903,5
aaaabkcj-1,1193.9147521972657,1319.5879577636715,5
aaaabkck-1,1199.8989929199215,1314.476025390625,5
aaaabkcl-1,1208.3162963867187,1319.386767578125,4
aaaabkcm-1,1245.0716369628906,1331.0350463867187,4
aaaabkcn-1,1228.4599060058592,1327.529315185547,4
aaaabkco-1,1232.1388122558594,1312.720721435547,5
aaaabkcp-1,1236.3159729003903,1334.159356689453,4
aaaabkda-1,1238.499493408203,1307.3814514160156,1
aaaabkdb-1,1242.3268798828124,1314.3308654785155,5
aaaabkdc-1,1244.7713562011718,1305.140655517578,1
aaaabkdd-1,1250.3427368164062,1320.1930847167969,5
aaaabkde-1,1251.0866943359374,1310.8301147460936,5
aaaabkdf-1,1251.4718505859375,1300.9478271484377,1
aaaabkdg-1,1256.1545288085938,1305.3140380859377,4
aaaabkdh-1,1260.7794128417968,1316.5955261230467,4
aaaabkdi-1,1264.5146606445312,1312.0365295410156,4
aaaabkdk-1,1273.6131469726563,1307.088330078125,4
aaaabkdl-1,1219.2817321777345,1313.123620605469,4
aaaabkdm-1,1238.7117858886718,1319.2878845214843,4
aaaabkdn-1,1217.6035217285155,1334.0729248046875,4
aaaabkdo-1,1320.0980407714844,1338.328009033203,4
aaaabkdp-1,1314.7581481933594,1355.594152832031,4
aaaabkea-1,1328.3020141601562,1353.8371887207031,4
aaaabkeb-1,1329.712420654297,1358.9239074707032,5
aaaabkec-1,1324.4047973632812,1366.9287658691403,5
aaaabked-1,1244.8186706542967,1298.3901489257812,1
aaaabkee-1,1630.4734863281249,1557.2447204589844,5
aaaabkef-1,1644.643957519531,1559.9506713867188,1
aaaabkeg-1,1629.2259826660156,1561.868878173828,5
aaaabkeh-1,1645.6847717285157,1568.617724609375,1
aaaabkei-1,1608.4135375976562,1558.9040466308593,4
aaaabkej-1,1623.4915954589844,1567.429571533203,4
aaaabkek-1,1633.9557678222657,1570.317413330078,4
aaaabkel-1,1617.4738403320312,1564.81845703125,4
aaaabkem-1,1600.577392578125,1573.4511657714845,4
aaaabken-1,1616.7520874023437,1575.320294189453,4
aaaabkeo-1,1636.249688720703,1580.132257080078,4
aaaabkep-1,1621.1705932617188,1580.2623718261718,4
aaaabkfa-1,1613.192608642578,1584.0974365234374,4
aaaabkfb-1,1624.9464111328125,1592.3141723632812,5
aaaabkfc-1,1611.3090576171874,1590.3518676757812,5
aaaabkfd-1,1607.2762268066406,1594.8884521484374,5
aaaabkfe-1,1635.2028564453124,1596.6020446777345,1
aaaabkff-1,1598.1327087402344,1595.0682678222656,4
aaaabkfg-1,1618.0378784179686,1603.5276977539063,5
aaaabkfh-1,1606.1685913085937,1605.629766845703,5
aaaabkfi-1,1585.4242126464844,1600.5829956054688,4
aaaabkfj-1,1598.019091796875,1608.0258911132812,4
aaaabkfk-1,1613.053155517578,1610.2258056640624,5
aaaabkfl-1,1632.7146972656249,1611.4914672851562,1
aaaabkfm-1,1606.8073364257812,1613.5583618164062,5
aaaabkfn-1,1599.5919860839842,1615.371875,4
aaaabkfo-1,1620.6919494628903,1617.906207275391,6
aaaabkfp-1,1587.4626770019531,1621.3241577148438,4
aaaabkga-1,1610.2199951171874,1621.48291015625,5
aaaabkgc-1,1608.647930908203,1630.1617919921875,5
aaaabkgd-1,1596.6172973632813,1628.8957153320312,5
aaaabkge-1,1627.2565185546875,1631.8562927246094,6
aaaabkgf-1,1600.472802734375,1635.9203552246092,5
aaaabkgg-1,1592.013269042969,1635.226824951172,5
aaaabkgh-1,1623.9442993164062,1642.0720642089843,6
aaaabkgi-1,1612.972119140625,1642.1004943847656,1
aaaabkgj-1,1592.7834777832031,1641.8886169433592,5
aaaabkgk-1,1604.3682556152344,1647.258703613281,1
aaaabkgl-1,1575.8509216308594,1639.4344909667968,4
aaaabkgm-1,1588.9547424316406,1644.679443359375,4
aaaabkgn-1,1045.5944213867188,1086.3015563964843,1
aaaabkgo-1,1049.01953125,1119.5981689453124,1
aaaabkgp-1,1048.339801025391,1145.6898071289063,3
aaaabkha-1,1049.934484863281,1091.256085205078,1
aaaabkhb-1,1050.1160644531249,1110.5668151855468,1
aaaabkhc-1,1048.746124267578,1101.0368957519531,1
aaaabkhd-1,1049.1161315917968,1156.8774963378903,3
aaaabkhe-1,1057.3406494140625,1105.276416015625,3
aaaabkhf-1,1060.812451171875,1164.1940124511718,3
aaaabkhg-1,1060.8419189453125,1148.655157470703,3
aaaabkhh-1,1063.410803222656,1093.928106689453,3
aaaabkhj-1,1066.3666076660156,1119.5319702148438,3
aaaabkhk-1,1072.7683776855467,1112.4988220214843,3
aaaabkhl-1,1072.819842529297,1101.3273193359375,3
aaaabkhn-1,1078.5427124023438,1090.919696044922,3
aaaabkho-1,1082.8743713378906,1152.4849304199215,3
aaaabkhp-1,1088.1232666015624,1096.6584411621093,3
aaaabkic-1,1095.228112792969,1159.406640625,3
aaaabkid-1,1100.4310424804687,1140.47421875,3
aaaabkie-1,1097.20888671875,1150.8655517578125,3
aaaabkif-1,1098.4915649414063,1096.897503662109,3
aaaabkig-1,1102.528546142578,1106.931591796875,3
aaaabkih-1,1110.140051269531,1091.67724609375,3
aaaabkii-1,1109.5276611328125,1154.9275390625,3
aaaabkij-1,1111.4158813476563,1103.7619384765624,3
aaaabkik-1,1110.3864807128905,1114.9608337402344,3
aaaabkil-1,1117.3978393554687,1107.5099487304688,3
aaaabkim-1,1116.5728454589844,1146.0562866210937,3
aaaabkin-1,1113.1194091796874,1126.02919921875,3
aaaabkio-1,1121.803271484375,1095.3739990234374,3
aaaabkip-1,1121.3239013671875,1136.4895324707031,3
aaaabkja-1,1125.7405395507812,1156.377374267578,3
aaaabkjb-1,1130.085479736328,1099.9306091308592,3
aaaabkjc-1,1127.5830017089845,1117.878350830078,3
aaaabkjd-1,1135.3621826171875,1108.2174865722657,3
aaaabkje-1,1134.6016235351562,1145.8408813476562,3
aaaabkjg-1,1141.3362548828125,1116.4262329101562,3
aaaabkjh-1,1139.435479736328,1132.519061279297,3
aaaabkji-1,1107.928308105469,1165.0476440429686,3
aaaabkjj-1,1127.2139282226562,1167.2191284179687,3
aaaabkjl-1,1049.478564453125,1170.3209228515625,3
aaaabkjm-1,1042.7493286132812,1168.2176086425782,3
aaaabkjn-1,1103.290972900391,1171.566455078125,3
aaaabkjo-1,1134.36484375,1156.173382568359,3
aaaabkjp-1,1114.2229980468749,1175.0731201171875,3
aaaabkka-1,1055.2587097167968,1175.9040283203124,3
aaaabkkb-1,1125.9635192871094,1177.5985290527344,3
aaaabkkc-1,1144.134033203125,1158.5124389648438,3
aaaabkkd-1,1145.0432800292967,1170.1344665527342,3
aaaabkke-1,1146.694305419922,1124.3439331054688,3
aaaabkkf-1,1147.706585693359,1139.4279052734375,3
aaaabkkg-1,1147.7223571777342,1148.354669189453,3
aaaabkkh-1,1148.076904296875,1103.3180541992188,3
aaaabkki-1,1144.26103515625,1181.6461975097657,3
aaaabkkj-1,1152.796417236328,1135.2695251464845,3
aaaabkkk-1,1155.0024536132812,1124.0136657714845,3
aaaabkkl-1,1155.8711303710936,1167.3699951171875,3
aaaabkkm-1,1157.0901000976562,1144.1252136230469,3
aaaabkkn-1,1156.0400512695312,1108.975140380859,1
aaaabkko-1,1154.953271484375,1185.7117126464843,3
aaaabkkp-1,1162.1602172851562,1133.287194824219,3
aaaabkla-1,1159.938720703125,1153.964440917969,3
aaaabklb-1,1164.060577392578,1164.739892578125,3
aaaabklc-1,1164.831097412109,1109.3041625976562,1
aaaabkld-1,1159.712628173828,1117.3896423339845,1
aaaabkle-1,1162.52607421875,1179.4149475097656,3
aaaabklf-1,1158.9827819824218,1094.2302551269531,3
aaaabklg-1,1141.5403503417967,1191.4384216308592,1
aaaabklh-1,1100.183056640625,1188.6742614746092,3
aaaabkli-1,1108.000421142578,1183.290478515625,3
aaaabklj-1,1090.2564636230468,1184.8666931152345,3
aaaabklk-1,1074.9125732421874,1183.8610534667969,3
aaaabkll-1,1059.2760803222657,1192.799230957031,3
aaaabklm-1,1063.9685119628905,1181.692578125,3
aaaabkln-1,1078.935028076172,1195.268505859375,3
aaaabklo-1,1065.835046386719,1020.2128112792968,1
aaaabklp-1,1065.1299987792968,1081.157977294922,1
aaaabkma-1,1061.7345642089842,1002.3640563964844,1
aaaabkmb-1,1064.7198364257813,1066.5622985839843,1
aaaabkmc-1,1065.92822265625,1048.4158569335937,1
aaaabkmd-1,1068.567041015625,1038.8859375,1
aaaabkme-1,1072.3161926269531,1077.3364013671874,1
aaaabkmf-1,1073.6402709960937,1024.996136474609,1
aaaabkmg-1,1072.8617614746092,1007.2104675292968,1
aaaabkmh-1,1071.164147949219,1056.7173645019532,1
aaaabkmj-1,1073.3875122070312,1047.1823608398438,1
aaaabkmk-1,1075.9282775878903,1071.0467956542968,1
aaaabkml-1,1076.8606628417967,1040.4478332519532,1
aaaabkmm-1,1078.7961975097655,1031.819378662109,1
aaaabkmn-1,1077.8610107421875,1057.6590881347656,1
aaaabkmo-1,1078.9088806152342,1045.2877075195313,1
aaaabkmp-1,1082.43515625,1050.1370239257812,1
aaaabkna-1,1081.5752990722656,1067.939501953125,1
aaaabknb-1,1085.259808349609,1061.9024475097656,1
aaaabknc-1,1084.9620178222656,1043.4180603027344,1
aaaabknd-1,1084.2066467285156,1036.0400146484374,1
aaaabknf-1,1090.2294860839845,1057.3422058105468,1
aaaabkng-1,1087.1138916015625,1080.5881286621093,1
aaaabknh-1,1090.8660522460937,1031.9989868164062,1
aaaabkni-1,1090.6049926757812,1050.2109008789062,1
aaaabknj-1,1090.1408752441405,1044.3425598144531,1
aaaabknk-1,1088.9742004394532,1013.8617797851564,1
aaaabknl-1,1090.3381225585938,1068.0453369140623,1
aaaabknm-1,1094.6241271972656,1070.5239501953124,1
aaaabknn-1,1096.6301147460938,1045.8489440917967,1
aaaabkno-1,1097.5972595214844,1053.500085449219,1
aaaabknp-1,1100.752490234375,1017.671630859375,1
aaaabkoa-1,1100.63544921875,1034.4937866210937,1
aaaabkob-1,1099.90830078125,1066.9437194824218,1
aaaabkoc-1,1106.7797912597655,1040.5561584472655,1
aaaabkod-1,1111.5481750488282,1080.022015380859,3
aaaabkoe-1,1103.1783935546875,1059.6662170410157,1
aaaabkof-1,1105.894616699219,1050.3275268554687,1
aaaabkoh-1,1114.5424743652345,1068.8545593261715,3
aaaabkoi-1,1109.4930053710937,1056.7294006347656,1
aaaabkoj-1,1112.5215454101562,1043.804150390625,1
aaaabkok-1,1106.618341064453,978.5574157714844,1
aaaabkol-1,1116.2568969726562,1048.427374267578,1
aaaabkom-1,1121.6871643066406,1059.6527282714844,1
aaaabkon-1,1117.3264526367186,1030.8631286621094,1
aaaabkoo-1,1117.1986206054687,989.691357421875,1
aaaabkop-1,1120.6739501953125,980.6853210449218,1
aaaabkpa-1,1125.3268493652342,1046.7518615722656,1
aaaabkpb-1,1123.479406738281,976.18349609375,1
aaaabkpc-1,1122.278076171875,998.7539428710936,1
aaaabkpd-1,1096.6623840332031,1079.990679931641,3
aaaabkpe-1,1130.92998046875,968.6434814453124,1
aaaabkpf-1,1132.6298767089845,997.9550964355468,1
aaaabkpg-1,1131.0811584472656,985.8131286621092,1
aaaabkph-1,1129.4226623535155,1015.7626586914064,1
aaaabkpi-1,1133.7416625976562,1041.0164367675782,1
aaaabkpj-1,1132.867071533203,1029.9416381835938,1
aaaabkpk-1,1132.897265625,1057.4006225585938,3
aaaabkpl-1,1146.2146240234374,977.9230285644531,1
aaaabkpm-1,1144.7660339355468,991.51337890625,1
aaaabkpn-1,1145.9271057128906,1006.2315979003906,1
aaaabkpo-1,1141.6012573242188,1038.8307373046875,1
aaaabkpp-1,1145.6139587402342,1052.656622314453,1
aaaablaa-1,1151.8798034667968,967.7300842285156,1
