barcode,x,y,original_cluster,mclust_seed_141,mclust_seed_549,mclust_seed_75,mclust_seed_492,mclust_seed_676,mclust_seed_179,mclust_seed_587,mclust_seed_592,mclust_seed_601,mclust_seed_916,mclust_seed_518,mclust_seed_339,mclust_seed_921,mclust_seed_423,mclust_seed_330,mclust_seed_388,mclust_seed_273,mclust_seed_286,mclust_seed_61,mclust_seed_807,mclust_seed_283,mclust_seed_127,mclust_seed_165,mclust_seed_952,mclust_seed_311,mclust_seed_597,mclust_seed_473,mclust_seed_594,mclust_seed_605,mclust_seed_101
172,749.750753316957,257.096857506963,9,8,5,6,8,8,7,2,9,6,1,4,9,3,7,9,1,3,9,7,9,7,8,7,7,7,1,6,2,3,9
173,769.024106738743,257.096857506963,9,4,6,7,8,5,7,2,9,6,1,4,4,3,3,3,1,3,7,3,9,7,8,7,6,5,1,3,2,7,4
174,788.297460160528,257.096857506963,9,4,6,6,8,5,7,6,9,6,1,4,2,3,3,7,1,1,7,3,2,5,8,5,6,1,1,3,2,7,4
175,923.210934113027,257.096857506963,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
176,942.484287534812,257.096857506963,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,7,5,7,5,3,2,4,4
177,961.757640956598,257.096857506963,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
178,75.1833835544638,276.370210928748,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
179,94.4567369762493,276.370210928748,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
180,113.730090398035,276.370210928748,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
181,133.00344381982,276.370210928748,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
182,152.276797241606,276.370210928748,9,8,5,8,7,9,8,5,9,7,9,5,9,7,7,9,6,5,9,7,9,7,6,7,7,7,7,6,7,8,9
183,267.916917772319,276.370210928748,2,4,6,6,3,2,4,6,7,2,8,4,4,3,5,7,9,3,3,9,6,6,9,5,2,1,5,3,5,5,4
184,287.190271194105,276.370210928748,10,4,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,3,5,5,8
185,306.46362461589,276.370210928748,10,4,1,6,4,4,5,4,4,2,8,1,4,6,5,3,1,4,1,1,6,1,5,4,2,1,5,5,5,5,6
186,325.736978037676,276.370210928748,10,3,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,3,5,5,8
187,422.103745146603,276.370210928748,10,7,8,6,5,2,7,9,2,3,4,9,8,5,9,6,5,8,3,4,7,3,3,2,2,8,1,10,5,1,7
188,441.377098568389,276.370210928748,10,7,8,6,5,2,7,9,2,3,4,9,8,5,9,5,8,8,7,4,7,5,3,2,2,8,1,10,5,7,7
189,460.650451990174,276.370210928748,8,7,8,6,5,2,7,9,2,3,4,9,8,5,9,5,5,8,3,4,7,3,3,2,2,8,1,10,5,1,7
190,576.290572520888,276.370210928748,4,3,6,6,4,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,5,4,4,2,1,1,3,5,1,2
191,595.563925942673,276.370210928748,4,3,3,6,3,2,7,2,7,3,1,4,3,3,3,5,1,3,3,3,3,3,4,4,6,1,1,3,3,1,2
192,653.38398620803,276.370210928748,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
193,672.657339629815,276.370210928748,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
194,691.930693051601,276.370210928748,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
195,769.024106738743,276.370210928748,6,4,4,1,8,1,2,2,9,6,2,3,2,1,3,3,1,3,3,3,2,7,8,8,6,1,1,2,2,2,5
196,788.297460160528,276.370210928748,6,4,2,1,8,1,2,2,9,6,2,3,2,1,3,3,1,1,3,3,2,2,8,4,6,2,1,2,2,2,5
197,807.570813582314,276.370210928748,6,4,4,1,8,3,2,2,9,6,2,3,2,1,1,3,1,1,3,5,2,4,1,4,6,2,1,2,2,3,5
198,903.937580691241,276.370210928748,10,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,2,8,4,5,7,5,3,2,4,5
199,923.210934113027,276.370210928748,10,3,3,6,3,2,3,6,7,6,1,5,4,3,3,3,1,5,6,3,6,2,4,4,5,3,5,3,2,4,4
200,942.484287534812,276.370210928748,10,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,2,8,4,5,7,5,3,2,4,5
201,75.1833835544638,295.643564350534,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,6,6,7,5,9
202,94.4567369762493,295.643564350534,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
203,113.730090398035,295.643564350534,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
204,287.190271194105,295.643564350534,10,4,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,5,5,5,8
205,306.46362461589,295.643564350534,10,3,6,6,3,2,4,4,6,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,9,5,5,8
206,325.736978037676,295.643564350534,10,3,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,3,5,5,8
207,422.103745146603,295.643564350534,10,7,8,2,5,2,7,9,2,10,4,9,8,5,9,6,5,8,3,4,7,3,3,2,9,8,8,10,6,1,7
208,441.377098568389,295.643564350534,10,7,8,2,5,2,7,9,2,10,4,9,8,5,9,6,5,8,3,4,7,3,3,2,9,8,8,10,6,1,7
209,460.650451990174,295.643564350534,8,7,8,2,5,7,7,9,2,10,4,9,8,5,9,6,5,8,4,4,7,3,3,2,9,8,8,10,6,1,7
210,557.017219099102,295.643564350534,4,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
211,576.290572520888,295.643564350534,4,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,3,1,2
212,653.38398620803,295.643564350534,7,4,5,7,7,5,7,6,9,6,1,7,3,3,3,9,6,7,7,7,9,7,8,7,6,5,5,3,3,7,4
213,672.657339629815,295.643564350534,10,4,3,6,8,2,7,2,9,6,1,4,3,3,3,3,9,3,6,3,3,7,8,8,6,1,1,3,3,1,2
214,769.024106738743,295.643564350534,6,4,2,1,8,1,5,2,9,6,2,3,2,1,3,3,1,1,3,3,2,2,8,8,6,3,1,2,2,2,5
215,788.297460160528,295.643564350534,6,4,4,1,8,3,2,1,9,6,2,3,2,1,1,3,2,1,2,5,2,4,1,1,6,2,2,2,2,3,5
216,807.570813582314,295.643564350534,6,4,4,1,8,3,1,1,9,6,3,3,2,1,1,2,2,1,2,5,2,4,1,1,6,2,2,2,2,3,5
217,903.937580691241,295.643564350534,10,3,3,6,3,2,3,2,7,6,1,5,5,3,3,3,1,5,6,3,3,2,8,4,5,7,5,3,2,4,5
218,923.210934113027,295.643564350534,10,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,2,8,4,5,7,5,3,2,4,5
219,942.484287534812,295.643564350534,10,3,3,6,3,2,5,2,7,6,1,5,4,3,3,3,1,5,6,3,6,2,4,4,5,3,5,5,2,4,6
220,55.9100301326783,314.916917772319,9,8,5,7,7,9,8,5,9,7,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,6,6,7,8,9
221,75.1833835544638,314.916917772319,9,8,7,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,9,9,9,7,8,8,6,7,6,6,7,5,9
222,94.4567369762493,314.916917772319,9,8,5,8,7,9,8,5,9,7,9,5,9,7,7,9,6,7,9,7,9,7,6,7,7,7,7,6,7,8,9
223,190.823504085177,314.916917772319,3,4,4,8,8,3,2,2,9,7,8,5,5,3,3,3,9,5,6,5,2,4,1,8,6,7,5,4,3,3,9
224,210.096857506962,314.916917772319,3,4,2,6,2,2,2,1,7,2,8,4,5,3,5,3,9,5,6,9,6,6,9,4,1,1,5,2,5,5,8
225,229.370210928748,314.916917772319,3,4,6,6,3,2,4,1,7,2,8,4,5,3,5,7,1,3,3,9,6,6,9,4,1,1,5,2,5,5,4
226,306.46362461589,314.916917772319,10,3,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,3,5,5,8
227,325.736978037676,314.916917772319,10,3,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,3,5,5,8
228,345.010331459461,314.916917772319,10,3,6,6,3,2,7,4,2,2,1,4,4,6,5,5,1,3,1,1,3,5,5,4,2,1,1,7,5,1,2
229,422.103745146603,314.916917772319,10,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,8,8,7,4,7,5,3,2,9,8,8,10,6,7,7
230,441.377098568389,314.916917772319,10,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,7,4,7,5,3,2,9,8,8,10,6,7,7
231,460.650451990174,314.916917772319,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
232,479.92380541196,314.916917772319,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
233,499.197158833745,314.916917772319,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,5,8,4,4,7,3,3,2,9,8,8,10,6,10,7
234,537.743865677316,314.916917772319,4,7,8,2,5,2,7,9,5,10,1,9,8,5,9,5,5,3,4,4,7,3,4,2,9,8,8,10,6,10,2
235,557.017219099102,314.916917772319,4,3,6,6,4,2,5,4,2,3,1,1,3,6,5,5,1,4,3,3,3,3,4,4,2,3,1,5,5,1,2
236,576.290572520888,314.916917772319,4,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
237,634.110632786244,314.916917772319,10,4,3,6,8,2,7,2,7,3,1,4,3,3,3,5,1,3,3,3,3,3,4,4,6,1,1,3,3,1,2
238,653.38398620803,314.916917772319,10,4,3,6,8,2,7,2,7,6,1,4,3,3,3,3,1,3,6,3,3,3,4,8,6,1,1,3,3,1,2
239,672.657339629815,314.916917772319,10,4,3,6,8,2,5,2,9,6,1,4,3,3,3,3,9,3,6,3,3,7,8,8,6,3,1,3,3,1,2
240,788.297460160528,314.916917772319,6,4,2,1,8,1,2,1,9,6,2,3,2,1,2,3,2,1,2,3,2,2,8,1,6,2,2,2,2,2,5
241,807.570813582314,314.916917772319,6,1,4,1,8,3,2,1,9,6,2,3,2,1,1,2,2,1,2,3,2,4,1,1,6,2,2,2,2,3,5
242,826.844167004099,314.916917772319,6,1,4,1,2,3,2,1,7,6,2,3,2,1,1,2,2,1,2,3,2,4,1,1,6,2,2,2,2,3,5
243,903.937580691241,314.916917772319,10,3,3,6,3,2,2,2,7,6,1,5,5,3,3,3,1,5,6,3,3,2,4,4,5,7,5,3,2,4,5
244,923.210934113027,314.916917772319,10,3,3,6,3,2,3,2,7,6,1,5,5,3,3,3,1,5,6,3,6,2,4,4,5,7,5,3,2,4,5
245,55.9100301326783,334.190271194105,9,8,7,8,8,8,4,5,9,7,9,6,4,8,3,9,9,5,3,9,9,7,8,6,6,7,6,6,7,9,9
246,75.1833835544638,334.190271194105,9,8,7,8,8,8,4,5,9,7,9,6,4,3,3,9,9,5,3,9,9,7,8,8,6,7,6,6,7,5,9
247,94.4567369762493,334.190271194105,9,8,7,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,9,9,9,7,8,8,6,7,6,6,7,5,9
248,171.550150663391,334.190271194105,5,8,3,8,8,8,2,5,9,7,9,5,5,3,7,9,9,5,6,3,9,7,8,8,6,7,5,6,7,5,9
249,190.823504085177,334.190271194105,3,2,4,1,2,3,2,1,7,1,2,6,5,3,1,3,2,3,3,5,3,4,1,4,1,1,2,2,1,2,5
250,210.096857506962,334.190271194105,3,2,2,9,2,1,2,1,7,2,2,4,5,3,5,3,2,3,3,3,3,2,2,4,1,1,2,2,1,2,5
251,229.370210928748,334.190271194105,3,2,4,1,2,3,1,1,7,2,3,3,2,1,1,2,2,1,3,5,2,4,1,4,1,1,5,4,5,3,5
252,248.643564350534,334.190271194105,3,2,2,1,2,3,2,1,7,2,2,3,2,1,5,2,2,1,3,3,2,4,1,4,1,1,5,4,5,2,5
253,325.736978037676,334.190271194105,10,3,6,6,3,2,9,4,6,2,1,4,7,6,5,8,1,3,3,3,8,8,5,4,4,1,5,3,5,1,2
254,345.010331459461,334.190271194105,10,3,6,6,3,2,5,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,3,1,3,5,1,2
255,422.103745146603,334.190271194105,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
256,441.377098568389,334.190271194105,8,7,8,2,5,7,6,9,5,10,4,9,6,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
257,460.650451990174,334.190271194105,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
258,479.92380541196,334.190271194105,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
259,499.197158833745,334.190271194105,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
260,518.470512255531,334.190271194105,4,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
261,537.743865677316,334.190271194105,4,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,5,8,4,4,7,3,4,2,9,8,8,10,6,10,7
262,557.017219099102,334.190271194105,4,3,6,6,3,2,7,4,2,3,1,9,3,5,9,5,5,8,4,4,3,3,4,2,2,8,8,3,6,1,2
263,634.110632786244,334.190271194105,10,4,3,6,8,2,7,2,7,3,1,4,3,3,3,5,1,3,3,3,3,3,4,4,6,1,1,3,3,1,2
264,653.38398620803,334.190271194105,10,4,3,6,8,2,7,2,7,3,1,4,3,3,3,3,1,3,3,3,3,3,4,4,6,3,1,3,3,1,2
265,672.657339629815,334.190271194105,10,4,3,6,8,2,7,2,9,6,1,4,3,3,3,3,9,3,6,3,3,7,8,8,6,1,1,3,3,1,2
266,788.297460160528,334.190271194105,6,1,4,1,2,1,2,1,1,6,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,2,2,5
267,807.570813582314,334.190271194105,6,1,2,1,2,1,2,1,1,6,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,2,2,5
268,826.844167004099,334.190271194105,6,1,4,1,2,1,2,1,1,6,2,3,2,1,1,2,2,1,2,3,2,4,1,1,1,2,2,2,2,3,5
269,884.664227269456,334.190271194105,10,3,2,6,3,5,2,1,7,6,2,3,5,1,3,8,8,3,7,3,2,2,4,5,5,5,2,2,2,4,5
270,903.937580691241,334.190271194105,10,3,6,6,3,5,2,1,6,6,6,5,7,1,5,8,8,3,7,3,8,1,5,5,4,1,1,7,2,4,5
271,923.210934113027,334.190271194105,10,3,3,6,3,2,2,2,7,6,1,5,5,3,3,3,1,5,6,3,3,2,4,4,5,7,5,3,2,4,5
272,55.9100301326783,353.46362461589,9,8,5,8,7,9,8,5,9,7,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,7,7,6,7,8,9
273,75.1833835544638,353.46362461589,9,8,7,8,8,8,4,5,9,7,9,6,4,8,3,9,9,3,3,9,9,7,8,6,6,1,6,6,7,9,9
274,152.276797241606,353.46362461589,5,8,7,8,8,8,9,2,9,7,9,6,4,3,3,8,9,5,3,3,9,7,8,8,6,1,5,9,3,5,9
275,171.550150663391,353.46362461589,5,2,2,9,6,2,2,1,7,2,2,6,5,3,5,3,2,3,3,3,3,2,9,4,1,1,1,9,1,2,8
276,190.823504085177,353.46362461589,3,2,4,1,2,3,1,1,7,1,3,3,2,1,1,2,2,1,2,5,2,4,1,4,1,1,2,4,1,3,5
277,210.096857506962,353.46362461589,3,2,2,1,2,1,2,1,7,1,2,3,2,1,5,2,2,1,2,3,2,2,2,4,1,1,2,2,1,2,5
278,229.370210928748,353.46362461589,3,2,2,1,2,1,2,1,7,1,2,3,2,1,5,2,2,1,2,3,2,2,2,4,1,1,2,2,1,2,5
279,248.643564350534,353.46362461589,3,2,2,1,2,1,2,1,7,1,2,3,2,1,5,2,2,1,3,3,2,2,2,4,1,1,5,2,5,2,5
280,267.916917772319,353.46362461589,3,3,2,1,2,1,2,1,1,1,2,3,2,1,5,2,2,1,2,3,2,2,2,4,1,1,5,2,5,2,5
281,325.736978037676,353.46362461589,10,3,6,6,3,2,2,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,5,3,5,4,2
282,345.010331459461,353.46362461589,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
283,422.103745146603,353.46362461589,8,7,1,2,5,4,5,9,5,10,4,9,8,5,9,6,10,8,4,1,7,1,3,2,9,8,8,10,6,10,6
284,441.377098568389,353.46362461589,8,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
285,460.650451990174,353.46362461589,8,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
286,479.92380541196,353.46362461589,8,7,8,2,5,7,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
287,499.197158833745,353.46362461589,8,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
288,518.470512255531,353.46362461589,4,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
289,537.743865677316,353.46362461589,4,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,5,8,4,4,7,3,3,2,9,8,8,10,6,1,7
290,614.837279364459,353.46362461589,10,3,6,6,3,2,7,4,7,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,3,1,2
291,634.110632786244,353.46362461589,10,3,6,6,3,2,7,4,7,3,1,4,3,6,3,5,1,3,3,3,3,3,4,4,2,1,1,3,3,1,2
292,653.38398620803,353.46362461589,10,4,3,6,8,2,7,2,7,3,1,4,3,3,3,5,1,3,3,3,3,3,4,8,6,1,1,3,3,1,2
293,807.570813582314,353.46362461589,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,2,2,5
294,826.844167004099,353.46362461589,6,1,4,1,2,3,1,1,1,1,3,3,2,1,1,2,2,1,2,5,2,4,1,1,1,2,2,2,2,3,5
295,884.664227269456,353.46362461589,10,3,2,6,3,2,2,1,7,1,2,3,5,1,5,5,2,3,3,3,3,2,4,4,5,1,2,2,2,4,5
296,903.937580691241,353.46362461589,10,3,6,6,3,2,2,1,7,3,1,4,5,1,5,3,1,3,3,3,3,2,4,4,5,1,5,3,2,4,5
297,36.6366767108928,372.736978037676,5,4,7,8,6,6,4,7,7,7,10,6,4,8,3,3,9,3,3,8,3,6,9,6,6,1,6,9,8,9,8
298,55.9100301326783,372.736978037676,5,4,7,8,6,6,9,7,6,7,10,6,4,8,3,8,9,3,3,8,3,8,9,6,6,1,6,9,8,9,8
299,75.1833835544638,372.736978037676,5,4,7,8,6,6,9,7,6,7,10,6,4,8,3,8,9,3,3,8,8,8,9,6,6,1,6,9,8,9,8
300,152.276797241606,372.736978037676,5,4,7,9,6,6,2,1,6,2,10,6,5,3,5,8,1,3,3,3,3,5,9,4,1,1,1,9,1,2,8
301,171.550150663391,372.736978037676,5,2,2,9,2,1,6,1,6,1,6,6,6,1,5,1,2,1,3,3,8,1,5,4,4,1,2,7,1,2,5
302,190.823504085177,372.736978037676,5,2,2,1,2,1,2,1,7,1,2,6,2,1,5,2,2,1,3,3,2,2,2,4,1,1,2,2,1,2,5
303,210.096857506962,372.736978037676,3,2,2,1,2,1,2,1,4,1,2,3,2,1,2,2,2,1,1,3,2,2,2,4,1,1,2,2,1,2,5
304,229.370210928748,372.736978037676,3,2,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,4,1,1,2,2,1,2,5
305,248.643564350534,372.736978037676,3,2,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,4,1,1,2,2,1,2,5
306,267.916917772319,372.736978037676,3,2,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,4,1,1,2,2,5,2,5
307,325.736978037676,372.736978037676,10,3,6,6,3,5,2,6,2,3,1,4,5,6,5,7,1,3,3,3,3,3,4,5,2,1,5,3,5,4,4
308,345.010331459461,372.736978037676,10,3,6,6,3,2,5,4,2,3,1,4,5,6,5,5,1,4,3,3,3,3,4,4,2,1,1,5,5,4,2
309,441.377098568389,372.736978037676,8,7,8,2,5,10,6,9,5,10,4,9,6,5,9,1,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
310,460.650451990174,372.736978037676,8,7,8,2,5,10,5,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
311,479.92380541196,372.736978037676,8,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
312,499.197158833745,372.736978037676,8,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
313,518.470512255531,372.736978037676,8,7,8,2,5,10,7,9,5,10,4,9,8,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
314,595.563925942673,372.736978037676,10,3,6,6,3,2,5,4,2,3,1,4,3,6,5,5,1,4,3,3,3,3,4,4,2,3,1,5,6,1,2
315,614.837279364459,372.736978037676,10,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,6,1,2
316,634.110632786244,372.736978037676,10,3,6,6,3,2,7,4,7,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,3,1,2
317,788.297460160528,372.736978037676,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
318,807.570813582314,372.736978037676,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
319,826.844167004099,372.736978037676,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
320,884.664227269456,372.736978037676,1,3,2,6,3,2,2,1,7,1,2,3,5,1,5,5,2,3,3,3,3,2,4,4,2,1,1,2,2,4,5
321,903.937580691241,372.736978037676,10,3,6,6,3,2,2,1,7,3,1,4,5,6,5,5,1,3,3,3,3,2,4,4,2,1,1,3,2,4,2
322,36.6366767108928,392.010331459461,5,4,7,9,6,6,9,7,6,2,10,6,4,8,5,8,9,3,3,8,8,8,5,6,4,1,6,9,8,9,8
323,55.9100301326783,392.010331459461,5,4,7,9,6,6,4,7,6,2,10,6,4,8,5,8,9,3,3,8,3,6,9,6,1,1,6,9,8,9,8
324,75.1833835544638,392.010331459461,5,4,7,9,6,6,4,7,6,2,10,6,4,8,5,8,9,3,3,8,3,6,9,6,1,1,6,9,8,9,8
325,133.00344381982,392.010331459461,5,4,7,9,6,6,9,7,6,2,10,6,5,8,5,8,9,3,3,8,8,8,9,6,1,1,6,9,8,9,8
326,152.276797241606,392.010331459461,5,2,7,9,6,6,2,1,7,2,10,6,5,3,5,8,1,3,3,8,3,2,9,4,1,1,1,9,8,2,8
327,171.550150663391,392.010331459461,5,2,2,9,2,1,2,1,7,1,2,6,2,1,5,2,2,1,3,3,2,2,2,4,1,1,2,2,1,2,5
328,248.643564350534,392.010331459461,3,2,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,4,1,2,2,2,1,2,5
329,267.916917772319,392.010331459461,3,2,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,4,1,1,2,2,1,2,5
330,325.736978037676,392.010331459461,1,3,2,6,3,2,2,1,2,3,1,4,5,1,5,5,1,1,3,3,2,3,4,4,2,1,1,2,5,4,5
331,345.010331459461,392.010331459461,1,3,6,6,3,2,2,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
332,441.377098568389,392.010331459461,8,7,8,2,5,10,7,9,5,10,4,9,6,5,9,6,10,8,4,4,7,3,3,2,9,8,8,10,6,10,7
333,460.650451990174,392.010331459461,8,7,9,5,5,10,7,9,5,10,4,9,8,9,9,6,10,8,4,4,7,3,7,10,9,10,8,10,10,10,10
334,479.92380541196,392.010331459461,8,9,9,5,5,10,7,9,5,5,4,9,8,9,9,6,10,8,4,6,7,3,7,10,9,10,8,10,10,10,10
335,499.197158833745,392.010331459461,8,9,9,5,9,10,7,8,5,5,5,9,8,9,10,6,10,8,7,6,10,5,7,10,9,10,10,10,10,7,10
336,576.290572520888,392.010331459461,10,7,8,2,5,2,7,9,2,9,4,1,8,5,9,6,5,8,3,4,7,3,4,2,2,8,3,8,6,1,2
337,595.563925942673,392.010331459461,10,3,6,2,3,5,7,9,2,3,4,4,3,5,5,5,8,3,7,4,3,5,4,5,2,8,3,3,6,7,2
338,614.837279364459,392.010331459461,10,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,6,1,2
339,788.297460160528,392.010331459461,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
340,807.570813582314,392.010331459461,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
341,826.844167004099,392.010331459461,6,1,2,1,2,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
342,865.39087384767,392.010331459461,1,3,2,1,3,1,2,1,1,1,2,3,2,1,2,2,2,1,7,3,2,2,2,5,1,2,2,2,1,7,5
343,884.664227269456,392.010331459461,1,3,2,1,3,1,2,1,1,1,2,3,2,1,2,2,2,1,2,3,2,2,4,4,1,2,2,2,1,2,5
344,903.937580691241,392.010331459461,1,3,6,6,3,2,2,1,2,3,1,4,5,6,5,5,1,3,3,3,3,2,4,4,2,1,1,3,1,4,2
345,36.6366767108928,411.283684881247,5,4,7,9,6,6,4,7,7,2,10,6,4,8,5,8,1,3,1,8,3,6,9,6,1,1,6,9,8,9,8
346,55.9100301326783,411.283684881247,5,4,7,9,6,6,9,7,6,2,10,6,4,8,5,8,1,3,3,8,8,8,9,6,1,1,6,9,8,9,8
